Id,Label,TipoNodo
Wilfredo Morales Lezca,Wilfredo Morales Lezca,Autor
Wilkie Delgado Font,Wilkie Delgado Font,Autor
William L. Sariol-Nuñez,William L. Sariol-Nuñez,Autor
Y. Matos,Y. Matos,Autor
Yaidir Mustelier Ruiz,Yaidir Mustelier Ruiz,Autor
YailénMartínezJiménez,YailénMartínezJiménez,Autor
Yaimara Granados Hondares,Yaimara Granados Hondares,Autor
Yanely Zaldivar Gerpe,Yanely Zaldivar Gerpe,Autor
Yanet Rodríguez Sarabia,Yanet Rodríguez Sarabia,Autor
Yasser Martin Guillén,Yasser Martin Guillén,Autor
Yavseny Roque Hernández,Yavseny Roque Hernández,Autor
Yessica Caridad Castan˜o Sainz,Yessica Caridad Castan˜o Sainz,Autor
Yoan Quintana Herrera,Yoan Quintana Herrera,Autor
Yoanh Espinosa Almeyda,Yoanh Espinosa Almeyda,Autor
Yolanda O’Farrill Dinza,Yolanda O’Farrill Dinza,Autor
Ziv Shkedy,Ziv Shkedy,Autor
Águeda Santana Mart´ınez,Águeda Santana Mart´ınez,Autor
Ángela León Mec´ıas,Ángela León Mec´ıas,Autor
Ángela Rosa Herrera Trocones,Ángela Rosa Herrera Trocones,Autor
Éfren Vázquez Silva,Éfren Vázquez Silva,Autor
Benemérita Universidad Autónoma de Puebla,Benemérita Universidad Autónoma de Puebla,Afiliacion
"Benemérita Universidad Autónoma de Puebla, FCFM BUAP","Benemérita Universidad Autónoma de Puebla, FCFM BUAP",Afiliacion
"CCSA, La Habana, Cuba","CCSA, La Habana, Cuba",Afiliacion
"CEMAT, Instituto Superior Politécnico José Antonio Echeverría, La Habana, Cuba","CEMAT, Instituto Superior Politécnico José Antonio Echeverría, La Habana, Cuba",Afiliacion
CENATAV,CENATAV,Afiliacion
"CUJAE, Facultad de Informática, La Habana, Cuba","CUJAE, Facultad de Informática, La Habana, Cuba",Afiliacion
"Carretera San Antonio de los Baæos, km 5‰, Reparto Lourdes, Boyeros, La Habana, Cuba","Carretera San Antonio de los Baæos, km 5‰, Reparto Lourdes, Boyeros, La Habana, Cuba",Afiliacion
"Ca´tedradeInforma´tica, InstitutoTe´cnicoMilitar, LaHabana, Cuba","Ca´tedradeInforma´tica, InstitutoTe´cnicoMilitar, LaHabana, Cuba",Afiliacion
"Centro Meteorológico de la Isla de la Juventud, INSMET, Isla de la Juventud, Cuba","Centro Meteorológico de la Isla de la Juventud, INSMET, Isla de la Juventud, Cuba",Afiliacion
"Centro Provincial de Higiene, Epidemiología y Microbiología, Santiago de Cuba, Cuba","Centro Provincial de Higiene, Epidemiología y Microbiología, Santiago de Cuba, Cuba",Afiliacion
"Centro Provincial de Higiene, Epidemiología y Microbiología, Villa Clara, Cuba","Centro Provincial de Higiene, Epidemiología y Microbiología, Villa Clara, Cuba",Afiliacion
"Centro Universitario Regional de Estelí. Universidad Nacional Autónoma de Nicaragua, Managua, Nicaragua","Centro Universitario Regional de Estelí. Universidad Nacional Autónoma de Nicaragua, Managua, Nicaragua",Afiliacion
"Centro de Bioactivos Químicos, UCLV, Villa Clara, Cuba","Centro de Bioactivos Químicos, UCLV, Villa Clara, Cuba",Afiliacion
"Centro de Bioactivos Químicos, Villa Clara, Cuba","Centro de Bioactivos Químicos, Villa Clara, Cuba",Afiliacion
Centro de Biofísica Medica,Centro de Biofísica Medica,Afiliacion
"Centro de Estudio de Matemática para Ciencias Técnicas, Universidad Tecnológica de la Habana ""José Antonio Echevarria"", La Habana, Cuba","Centro de Estudio de Matemática para Ciencias Técnicas, Universidad Tecnológica de la Habana ""José Antonio Echevarria"", La Habana, Cuba",Afiliacion
"Centro de Estudios de Energía y Procesos Industriales CEEPI, Sancti Spíritus, Cuba","Centro de Estudios de Energía y Procesos Industriales CEEPI, Sancti Spíritus, Cuba",Afiliacion
"Centro de Estudios de Informa´tica, Universidad Central”Marta Abreu”de Las Villas, Cuba.","Centro de Estudios de Informa´tica, Universidad Central”Marta Abreu”de Las Villas, Cuba.",Afiliacion
"Centro de Estudios de Informática, Universidad Central 'Marta Abreu' de Las Villas, Villa Clara, Cuba","Centro de Estudios de Informática, Universidad Central 'Marta Abreu' de Las Villas, Villa Clara, Cuba",Afiliacion
"Centro de Estudios de Informática, Universidad Central Marta Abreu de Las Villas, Cuba","Centro de Estudios de Informática, Universidad Central Marta Abreu de Las Villas, Cuba",Afiliacion
"Centro de Estudios de Matemática Computacional, Universidad de las Ciencias Informáticas, La Habana, Cuba","Centro de Estudios de Matemática Computacional, Universidad de las Ciencias Informáticas, La Habana, Cuba",Afiliacion
"Centro de Estudios de Matemática, Instituto de Ciencias Básicas, Universidad Tecnológica de La Habana 'José Antonio Echeverría', La Habana, Cuba","Centro de Estudios de Matemática, Instituto de Ciencias Básicas, Universidad Tecnológica de La Habana 'José Antonio Echeverría', La Habana, Cuba",Afiliacion
"Centro de Estudios para el Perfeccionamiento de la Educacio´n Superior, Universidad de La Habana, Cuba","Centro de Estudios para el Perfeccionamiento de la Educacio´n Superior, Universidad de La Habana, Cuba",Afiliacion
"Centro de Estudios para el Perfeccionamiento de la Educación Superior, Universidad de La Habana, La Habana, Cuba","Centro de Estudios para el Perfeccionamiento de la Educación Superior, Universidad de La Habana, La Habana, Cuba",Afiliacion
"Centro de Estudios para la Educación Superior (CEPES), Universidad de La Habana","Centro de Estudios para la Educación Superior (CEPES), Universidad de La Habana",Afiliacion
"Centro de F´ısica de la Atmo´sfera, Instituto de Meteorolog´ıa, Habana, Cuba","Centro de F´ısica de la Atmo´sfera, Instituto de Meteorolog´ıa, Habana, Cuba",Afiliacion
"Centro de Geoinformática y Señales Digitales, Universidad de las Ciencias Informáticas, La Habana, Cuba","Centro de Geoinformática y Señales Digitales, Universidad de las Ciencias Informáticas, La Habana, Cuba",Afiliacion
"Centro de Informática Industrial, Universidad de las Ciencias Informáticas, La Habana, Cuba","Centro de Informática Industrial, Universidad de las Ciencias Informáticas, La Habana, Cuba",Afiliacion
"Centro de Inmunología Molecular, La Habana, Cuba","Centro de Inmunología Molecular, La Habana, Cuba",Afiliacion
"Centro de Investigaciones dela informática, Universidad Central 'Marta Abreu' de Las Villas, Villa Clara, Cuba","Centro de Investigaciones dela informática, Universidad Central 'Marta Abreu' de Las Villas, Villa Clara, Cuba",Afiliacion
"Centro de Investigaciones en Matemática (CIMAT), Guanajuato, México","Centro de Investigaciones en Matemática (CIMAT), Guanajuato, México",Afiliacion
"Centro de Investigación en Matemáticas A.C, Gto. México","Centro de Investigación en Matemáticas A.C, Gto. México",Afiliacion
"Centro de Meteorolog´ia Agr´ıcola, Instituto de Meteorolog´ıade Cuba, La Habana, Cuba, dayron.chang@insmet.cu","Centro de Meteorolog´ia Agr´ıcola, Instituto de Meteorolog´ıade Cuba, La Habana, Cuba, dayron.chang@insmet.cu",Afiliacion
"Centro de Salud Mental, Ministerio de Salud Pública, La Habana, Cuba","Centro de Salud Mental, Ministerio de Salud Pública, La Habana, Cuba",Afiliacion
"Centro de Salud Mental, Ministerio de Salud Pública, La Habana, Cuba.","Centro de Salud Mental, Ministerio de Salud Pública, La Habana, Cuba.",Afiliacion
Cuba,Cuba,Afiliacion
"Delegación del CITMA en Villa Clara, Villa Clara, Cuba","Delegación del CITMA en Villa Clara, Villa Clara, Cuba",Afiliacion
"Departamento Ciencias de la Tierra, Universidad Estatal Amazónica, Puyo, Ecuador","Departamento Ciencias de la Tierra, Universidad Estatal Amazónica, Puyo, Ecuador",Afiliacion
"Departamento Matemática Aplicada, Facultad de Matemáticay Computación, Universidad de La Habana, La Habana, Cuba.","Departamento Matemática Aplicada, Facultad de Matemáticay Computación, Universidad de La Habana, La Habana, Cuba.",Afiliacion
"Departamento de Análisis Clínicos y Toxicológicos, Facultad de Ciencias Farmacéuticas, Universidad Federal de Alfenas, Minas Gerais, Brasil","Departamento de Análisis Clínicos y Toxicológicos, Facultad de Ciencias Farmacéuticas, Universidad Federal de Alfenas, Minas Gerais, Brasil",Afiliacion
"Departamento de Análisis Clínicos y Toxicológicos, Universidad de São Paulo, São Paulo, Brasil","Departamento de Análisis Clínicos y Toxicológicos, Universidad de São Paulo, São Paulo, Brasil",Afiliacion
"Departamento de Automática, Facultad de Ingeniería Eléctrica, Universidad Central 'Marta Abreu' de las Villas, Villa Clara, Cuba","Departamento de Automática, Facultad de Ingeniería Eléctrica, Universidad Central 'Marta Abreu' de las Villas, Villa Clara, Cuba",Afiliacion
Departamento de Ciencia de la Computación,Departamento de Ciencia de la Computación,Afiliacion
"Departamento de Ciencia de la Computación, Universidad Central de Las Villas, Cuba","Departamento de Ciencia de la Computación, Universidad Central de Las Villas, Cuba",Afiliacion
"Departamento de Ciencias de la Computación, Universidad Central Marta Abreu de Las Villas, Villa Clara, Cuba","Departamento de Ciencias de la Computación, Universidad Central Marta Abreu de Las Villas, Villa Clara, Cuba",Afiliacion
"Departamento de Computación, Facultad de Matemática y Computación, Universidad de La Habana, Cuba","Departamento de Computación, Facultad de Matemática y Computación, Universidad de La Habana, Cuba",Afiliacion
"Departamento de Computación, Universidad de Oriente, Santiago de Cuba, Cuba","Departamento de Computación, Universidad de Oriente, Santiago de Cuba, Cuba",Afiliacion
"Departamento de Economía Aplicada (Matemáticas), Universidad de Málaga, España","Departamento de Economía Aplicada (Matemáticas), Universidad de Málaga, España",Afiliacion
"Departamento de EducaciónaDistancia, Universidad deCienfuegos Carlos Rafael Rodríguez,Cuba","Departamento de EducaciónaDistancia, Universidad deCienfuegos Carlos Rafael Rodríguez,Cuba",Afiliacion
"Departamento de Electrónica, Instituto Técnico Militar “José Martí”, La Habana, Cuba","Departamento de Electrónica, Instituto Técnico Militar “José Martí”, La Habana, Cuba",Afiliacion
"Departamento de Fisiopatología Experimental, Facultad de Medicina, Universidad de São Paulo, São Paulo, Brasil","Departamento de Fisiopatología Experimental, Facultad de Medicina, Universidad de São Paulo, São Paulo, Brasil",Afiliacion
"Departamento de Física Teórica, Facultad de Física, Universidad de La Habana, La Habana, Cuba","Departamento de Física Teórica, Facultad de Física, Universidad de La Habana, La Habana, Cuba",Afiliacion
"Departamento de Física Teórica, Instituto de Cibernética, Matemática y Física (ICIMAF), La Habana, Cuba","Departamento de Física Teórica, Instituto de Cibernética, Matemática y Física (ICIMAF), La Habana, Cuba",Afiliacion
"Departamento de Física, Universidad Central Marta Abreu de Las Villas, Villa Clara, Cuba","Departamento de Física, Universidad Central Marta Abreu de Las Villas, Villa Clara, Cuba",Afiliacion
"Departamento de Física, Universidad Central de Las Villas, 54830 Santa Clara, Cuba","Departamento de Física, Universidad Central de Las Villas, 54830 Santa Clara, Cuba",Afiliacion
"Departamento de Física, Universidad de Pinardel Río, Pinardel Río, Cuba","Departamento de Física, Universidad de Pinardel Río, Pinardel Río, Cuba",Afiliacion
"Departamento de Informática, Universidad de Cienfuegos, Cienfuegos, Cuba","Departamento de Informática, Universidad de Cienfuegos, Cienfuegos, Cuba",Afiliacion
"Departamento de Ingeniería Biomédica, Facultad de Ingeniería en Telecomunicaciones, Informática y Biomédica, Universidad de Oriente, Santiago de Cuba, Cuba","Departamento de Ingeniería Biomédica, Facultad de Ingeniería en Telecomunicaciones, Informática y Biomédica, Universidad de Oriente, Santiago de Cuba, Cuba",Afiliacion
"Departamento de Ingeniería Química, Universidad de Camagüey, Camagüey, Cuba","Departamento de Ingeniería Química, Universidad de Camagüey, Camagüey, Cuba",Afiliacion
Departamento de Investigaciones en Ciencias Agrícolas,Departamento de Investigaciones en Ciencias Agrícolas,Afiliacion
"Departamento de Investigación en Ciencias Agrícolas, Instituto de Ciencias, Benemérita Universidad Autónoma de Puebla, Puebla, México","Departamento de Investigación en Ciencias Agrícolas, Instituto de Ciencias, Benemérita Universidad Autónoma de Puebla, Puebla, México",Afiliacion
Departamento de Investigación en Ciencias Agrícolas.Instituto de CienciasBenemérita Universidad Autónoma de Puebla,Departamento de Investigación en Ciencias Agrícolas.Instituto de CienciasBenemérita Universidad Autónoma de Puebla,Afiliacion
"Departamento de Licenciatura en Matemática, Universidad de Holguín, Cuba","Departamento de Licenciatura en Matemática, Universidad de Holguín, Cuba",Afiliacion
"Departamento de Licenciatura en Matemática, Universidad de Holguín, Holguín, Cuba","Departamento de Licenciatura en Matemática, Universidad de Holguín, Holguín, Cuba",Afiliacion
"Departamento de Matema´tica Aplicada, Facultad de Matema´ticay Computacio´n, Universidad de La Habana, Cuba","Departamento de Matema´tica Aplicada, Facultad de Matema´ticay Computacio´n, Universidad de La Habana, Cuba",Afiliacion
"Departamento de Matemática Aplicada, Facultad de Matemática y Computación, Universidad de La Habana, Cuba","Departamento de Matemática Aplicada, Facultad de Matemática y Computación, Universidad de La Habana, Cuba",Afiliacion
"Departamento de Matemática Aplicada, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba","Departamento de Matemática Aplicada, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba",Afiliacion
"Departamento de Matemática Aplicada, Universidad de La Habana","Departamento de Matemática Aplicada, Universidad de La Habana",Afiliacion
"Departamento de Matemática Aplicada, Universidad de La Habana, Cuba","Departamento de Matemática Aplicada, Universidad de La Habana, Cuba",Afiliacion
"Departamento de Matemática Aplicada, Universidad de La Habana, La Habana, Cuba","Departamento de Matemática Aplicada, Universidad de La Habana, La Habana, Cuba",Afiliacion
"Departamento de Matemática Aplicada, Universidad de la Habana, Facultad de Matemática y Computación","Departamento de Matemática Aplicada, Universidad de la Habana, Facultad de Matemática y Computación",Afiliacion
"Departamento de Matemática Interdisciplinaria, Instituto de Cibernética, Matemática y Física, La Habana, Cuba","Departamento de Matemática Interdisciplinaria, Instituto de Cibernética, Matemática y Física, La Habana, Cuba",Afiliacion
"Departamento de Matemática y Física, Universidad Tecnológica del Chocó Diego Luis Córdoba, Chocó, Colombia","Departamento de Matemática y Física, Universidad Tecnológica del Chocó Diego Luis Córdoba, Chocó, Colombia",Afiliacion
"Departamento de Matemática, Facultad de Ciencias Naturales y Exactas, Universidad de Oriente, Cuba","Departamento de Matemática, Facultad de Ciencias Naturales y Exactas, Universidad de Oriente, Cuba",Afiliacion
"Departamento de Matemática, Facultad de Ciencias Naturales y Exactas, Universidad de Oriente, Santiago de Cuba, Cuba","Departamento de Matemática, Facultad de Ciencias Naturales y Exactas, Universidad de Oriente, Santiago de Cuba, Cuba",Afiliacion
"Departamento de Matemática, Facultad de Ciencias de la Educación, Universidad de Guantánamo, Cuba","Departamento de Matemática, Facultad de Ciencias de la Educación, Universidad de Guantánamo, Cuba",Afiliacion
"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana","Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana",Afiliacion
"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba","Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba",Afiliacion
"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de Oriente","Departamento de Matemática, Facultad de Matemática y Computación, Universidad de Oriente",Afiliacion
"Departamento de Matemática, Instituto Técnico Militar 'José Martí', La Habana, Cuba","Departamento de Matemática, Instituto Técnico Militar 'José Martí', La Habana, Cuba",Afiliacion
"Departamento de Matemática, Instituto Técnico Militar “José Martí”, La Habana, Cuba","Departamento de Matemática, Instituto Técnico Militar “José Martí”, La Habana, Cuba",Afiliacion
"Departamento de Matemática, Instituto de Cibernética Matemática y Física, La Habana, Cuba","Departamento de Matemática, Instituto de Cibernética Matemática y Física, La Habana, Cuba",Afiliacion
"Departamento de Matemática, Pontificia Universidade Católica do Rio de Janeiro, Brasil","Departamento de Matemática, Pontificia Universidade Católica do Rio de Janeiro, Brasil",Afiliacion
"Departamento de Matemática, Universidad Central Marta Abreu de Las Villas, Santa Clara, Villa Clara, Cuba","Departamento de Matemática, Universidad Central Marta Abreu de Las Villas, Santa Clara, Villa Clara, Cuba",Afiliacion
"Departamento de Matemática, Universidad Central Marta Abreu de Las Villas, Villa Clara, Cuba","Departamento de Matemática, Universidad Central Marta Abreu de Las Villas, Villa Clara, Cuba",Afiliacion
"Departamento de Matemática, Universidad Central Marta Abreu, Santa Clara, Villa Clara, Cuba","Departamento de Matemática, Universidad Central Marta Abreu, Santa Clara, Villa Clara, Cuba",Afiliacion
"Departamento de Matemática, Universidad Central de Las Villas, 54830 Santa Clara, Cuba","Departamento de Matemática, Universidad Central de Las Villas, 54830 Santa Clara, Cuba",Afiliacion
"Departamento de Matemática, Universidad Central de Las Villas, Santa Clara, Villa Clara, Cuba","Departamento de Matemática, Universidad Central de Las Villas, Santa Clara, Villa Clara, Cuba",Afiliacion
"Departamento de Matemática, Universidad Máximo Gómez Báez, Cuba","Departamento de Matemática, Universidad Máximo Gómez Báez, Cuba",Afiliacion
"Departamento de Matemática, Universidad de Camagüey, Camagüey, Cuba","Departamento de Matemática, Universidad de Camagüey, Camagüey, Cuba",Afiliacion
"Departamento de Matemática, Universidad de Cienfuegos, Cienfuegos, Cuba","Departamento de Matemática, Universidad de Cienfuegos, Cienfuegos, Cuba",Afiliacion
"Departamento de Matemática, Universidad de Holguín, Cuba","Departamento de Matemática, Universidad de Holguín, Cuba",Afiliacion
"Departamento de Matemática, Universidad de La Habana","Departamento de Matemática, Universidad de La Habana",Afiliacion
"Departamento de Matemática, Universidad de La Habana, Cuba","Departamento de Matemática, Universidad de La Habana, Cuba",Afiliacion
"Departamento de Matemática, Universidad de La Habana, La Habana, Cuba","Departamento de Matemática, Universidad de La Habana, La Habana, Cuba",Afiliacion
"Departamento de Matemática, Universidad de Oriente","Departamento de Matemática, Universidad de Oriente",Afiliacion
"Departamento de Matemática, Universidad de Oriente, Santiago de Cuba, Cuba","Departamento de Matemática, Universidad de Oriente, Santiago de Cuba, Cuba",Afiliacion
"Departamento de Matemática, Universidad de la Habana, Cuba","Departamento de Matemática, Universidad de la Habana, Cuba",Afiliacion
"Departamento de Matemática, Universidad de la Habana, La Habana, Cuba","Departamento de Matemática, Universidad de la Habana, La Habana, Cuba",Afiliacion
"Departamento de Matemática-Física, Facultad de Ciencias Naturales y Exactas, Universidad de Ciencias Pedagógicas ""Enrique José Varona"", La Habana, Cuba","Departamento de Matemática-Física, Facultad de Ciencias Naturales y Exactas, Universidad de Ciencias Pedagógicas ""Enrique José Varona"", La Habana, Cuba",Afiliacion
"Departamento de Matemática-Física, Universidad 'José Martí' de Sancti Spíritus, Sancti Spíritus, Cuba","Departamento de Matemática-Física, Universidad 'José Martí' de Sancti Spíritus, Sancti Spíritus, Cuba",Afiliacion
"Departamento de Matemática. Facultad de Matemática y Computación. Universidad de Oriente, Cuba","Departamento de Matemática. Facultad de Matemática y Computación. Universidad de Oriente, Cuba",Afiliacion
"Departamento de Matemáticas y Física, Universidad Autónoma de Aguascalientes, México","Departamento de Matemáticas y Física, Universidad Autónoma de Aguascalientes, México",Afiliacion
"Departamento de Matemáticas, Universidad Central Marta Abreu, Las Villas","Departamento de Matemáticas, Universidad Central Marta Abreu, Las Villas",Afiliacion
"Departamento de Matemáticas, Universidad de Pinar del Río","Departamento de Matemáticas, Universidad de Pinar del Río",Afiliacion
"Departamento de Matemáticas. Escuela de Tecnología y Ciencias Experimentales. Universidad Jaume I, España","Departamento de Matemáticas. Escuela de Tecnología y Ciencias Experimentales. Universidad Jaume I, España",Afiliacion
"Departamento de Programación e Ingeniería de software, Universidad de la Habana, La Habana, Cuba","Departamento de Programación e Ingeniería de software, Universidad de la Habana, La Habana, Cuba",Afiliacion
"Departamento de Telecomunicaciones, Facultad de Ingeniería en Telecomunicaciones, Informática y Biomédica, Universidad de Oriente, Santiago de Cuba, Cuba","Departamento de Telecomunicaciones, Facultad de Ingeniería en Telecomunicaciones, Informática y Biomédica, Universidad de Oriente, Santiago de Cuba, Cuba",Afiliacion
"Departamento de informática, Universidad de Granma, Cuba","Departamento de informática, Universidad de Granma, Cuba",Afiliacion
"Departamento deIngeniería Informática, Universidad JoséMartí Pérez deSancti – Spíritus,Cuba","Departamento deIngeniería Informática, Universidad JoséMartí Pérez deSancti – Spíritus,Cuba",Afiliacion
"Departamentode Ciencias dela computación, Universidad Central Marta Abreude Las Villas, Villa Clara, Cuba","Departamentode Ciencias dela computación, Universidad Central Marta Abreude Las Villas, Villa Clara, Cuba",Afiliacion
"Departamentode Criptografía, Universidad de La Habana, La Habana, Cuba","Departamentode Criptografía, Universidad de La Habana, La Habana, Cuba",Afiliacion
"Departamentode Educación Matemática, Universidad de Costa Rica, San José, Costa Rica","Departamentode Educación Matemática, Universidad de Costa Rica, San José, Costa Rica",Afiliacion
"Departamentode Matema´tica, Institutode Ciberne´tica Matema´ticay F´ısica, La Habana, Cuba","Departamentode Matema´tica, Institutode Ciberne´tica Matema´ticay F´ısica, La Habana, Cuba",Afiliacion
"Departamentode Matemática, Universidad Tecnológicade La Habana José Antonio Echeverría, Cuba","Departamentode Matemática, Universidad Tecnológicade La Habana José Antonio Echeverría, Cuba",Afiliacion
"DepartamentodeAna´lisesCl´ınicaseToxicolo´gicas,FaculdadedeCieˆnciasFarmaceˆuticas,UniversidadeFederaldeAlfenas,MinasGerais,Brasil","DepartamentodeAna´lisesCl´ınicaseToxicolo´gicas,FaculdadedeCieˆnciasFarmaceˆuticas,UniversidadeFederaldeAlfenas,MinasGerais,Brasil",Afiliacion
"DepartamentodeAna´lisisCl´ınicosyToxicolo´gicos,UniversidaddeSa˜oPaulo,Sa˜oPaulo,Brasil","DepartamentodeAna´lisisCl´ınicosyToxicolo´gicos,UniversidaddeSa˜oPaulo,Sa˜oPaulo,Brasil",Afiliacion
"DepartamentodeComputacio´n,UniversidaddeOriente,SantiagodeCuba,Cuba","DepartamentodeComputacio´n,UniversidaddeOriente,SantiagodeCuba,Cuba",Afiliacion
"DepartamentodeComputación,FacultaddeMatemáticayComputación,UniversidaddeLaHabana,Cuba","DepartamentodeComputación,FacultaddeMatemáticayComputación,UniversidaddeLaHabana,Cuba",Afiliacion
"DepartamentodeEducaciónenMatemática,UniversidadAntonioNariño,Bogota,Colombia","DepartamentodeEducaciónenMatemática,UniversidadAntonioNariño,Bogota,Colombia",Afiliacion
"DepartamentodeFisiopatologiaExperimental,FaculdadedeMedicina,UniversidadedeSa˜oPaulo,Sa˜oPaulo,Brasil","DepartamentodeFisiopatologiaExperimental,FaculdadedeMedicina,UniversidadedeSa˜oPaulo,Sa˜oPaulo,Brasil",Afiliacion
"DepartamentodeFísica Teórica, InstitutodeCibernética, MatemáticayFísica, Calle E, No.309, Vedado, La Habana, Cuba","DepartamentodeFísica Teórica, InstitutodeCibernética, MatemáticayFísica, Calle E, No.309, Vedado, La Habana, Cuba",Afiliacion
"DepartamentodeFísica, DCI, Campus León, Universidad de Guanjuato, CP.37150, León, Guanajuato, México","DepartamentodeFísica, DCI, Campus León, Universidad de Guanjuato, CP.37150, León, Guanajuato, México",Afiliacion
"DepartamentodeInforma´tica,UniversidaddeHolgu´ın,Holgu´ın,Cuba","DepartamentodeInforma´tica,UniversidaddeHolgu´ın,Holgu´ın,Cuba",Afiliacion
"DepartamentodeLicenciaturaenMatema´tica, Universidad de Holgu´ın, Holgu´ın, Cuba","DepartamentodeLicenciaturaenMatema´tica, Universidad de Holgu´ın, Holgu´ın, Cuba",Afiliacion
"DepartamentodeLicenciaturaenMatema´tica,UniversidaddeHolgu´ın,Holgu´ın,Cuba","DepartamentodeLicenciaturaenMatema´tica,UniversidaddeHolgu´ın,Holgu´ın,Cuba",Afiliacion
"DepartamentodeMatema´tica, Facultad de Ciencias Informa´ticas, Universidad de Ciego de A´vila, Cuba","DepartamentodeMatema´tica, Facultad de Ciencias Informa´ticas, Universidad de Ciego de A´vila, Cuba",Afiliacion
"DepartamentodeMatema´tica, Universidad de Holgu´ın, Holgu´ın, Cuba","DepartamentodeMatema´tica, Universidad de Holgu´ın, Holgu´ın, Cuba",Afiliacion
"DepartamentodeMatema´tica,FacultaddeMatema´ticayComputacio´n,UniversidaddelaHabana,Cuba","DepartamentodeMatema´tica,FacultaddeMatema´ticayComputacio´n,UniversidaddelaHabana,Cuba",Afiliacion
"DepartamentodeMatema´tica,InstitutodeCiberne´tica,Matema´ticayF´ısica,LaHabana,Cuba","DepartamentodeMatema´tica,InstitutodeCiberne´tica,Matema´ticayF´ısica,LaHabana,Cuba",Afiliacion
"DepartamentodeMatema´tica,UniversidadLaHabana,Cuba","DepartamentodeMatema´tica,UniversidadLaHabana,Cuba",Afiliacion
"DepartamentodeMatema´tica,UniversidadSantaMar´ıacampusGuayaquil,Ecuador","DepartamentodeMatema´tica,UniversidadSantaMar´ıacampusGuayaquil,Ecuador",Afiliacion
"DepartamentodeMatema´tica,UniversidaddeHolgu´ın,Holgu´ın,Cuba","DepartamentodeMatema´tica,UniversidaddeHolgu´ın,Holgu´ın,Cuba",Afiliacion
"DepartamentodeMatema´tica,UniversidaddeLaHabana,Cuba","DepartamentodeMatema´tica,UniversidaddeLaHabana,Cuba",Afiliacion
"DepartamentodeMatema´tica,UniversidaddeLaHabana,LaHabana,Cuba","DepartamentodeMatema´tica,UniversidaddeLaHabana,LaHabana,Cuba",Afiliacion
"DepartamentodeMatema´tica,UniversidaddelaHabana,CiudadHabana,Cuba","DepartamentodeMatema´tica,UniversidaddelaHabana,CiudadHabana,Cuba",Afiliacion
"DepartamentodeMatema´tica,UniversidaddelaHabana,Cuba","DepartamentodeMatema´tica,UniversidaddelaHabana,Cuba",Afiliacion
"DepartamentodeMatema´tica,UniversidaddelaHabana,LaHabana,Cuba","DepartamentodeMatema´tica,UniversidaddelaHabana,LaHabana,Cuba",Afiliacion
DepartamentodeMatema´ticaAplicada,DepartamentodeMatema´ticaAplicada,Afiliacion
"DepartamentodeMatema´ticaAplicada,FacultaddeMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba","DepartamentodeMatema´ticaAplicada,FacultaddeMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba",Afiliacion
"DepartamentodeMatema´ticaAplicada,UniversidaddeOriente,Cuba","DepartamentodeMatema´ticaAplicada,UniversidaddeOriente,Cuba",Afiliacion
"DepartamentodeMatemática,UniversidaddeHabana,Habana,Cuba","DepartamentodeMatemática,UniversidaddeHabana,Habana,Cuba",Afiliacion
"DepartamentodeMatemática, FCNE, Universidad de Oriente, Cuba","DepartamentodeMatemática, FCNE, Universidad de Oriente, Cuba",Afiliacion
"DepartamentodeMatemática,EscuelaIterarmasGeneralJoséMaceoGrajales,SantiagodeCuba,Cuba","DepartamentodeMatemática,EscuelaIterarmasGeneralJoséMaceoGrajales,SantiagodeCuba,Cuba",Afiliacion
"DepartamentodeMatemática,FacultaddeMatemáticayComputación,UniversidaddeLaHabana,LaHabana,Cuba","DepartamentodeMatemática,FacultaddeMatemáticayComputación,UniversidaddeLaHabana,LaHabana,Cuba",Afiliacion
"DepartamentodeMatemática,UniversidadCentralMartaAbreudelasVillas,VillaClara,Cuba","DepartamentodeMatemática,UniversidadCentralMartaAbreudelasVillas,VillaClara,Cuba",Afiliacion
"DepartamentodeMatemática,UniversidadSantaMaría campusGuayaquil, Ecuador","DepartamentodeMatemática,UniversidadSantaMaría campusGuayaquil, Ecuador",Afiliacion
"DepartamentodeMatemática,UniversidaddeLaHabana,Cuba","DepartamentodeMatemática,UniversidaddeLaHabana,Cuba",Afiliacion
"DepartamentodeMatemática,UniversidaddeOriente,SantiagodeCuba,Cuba","DepartamentodeMatemática,UniversidaddeOriente,SantiagodeCuba,Cuba",Afiliacion
"DepartamentodeMatemática,UniversidaddelaHabana,LaHabana,Cuba","DepartamentodeMatemática,UniversidaddelaHabana,LaHabana,Cuba",Afiliacion
