Id,Label,TipoNodo
Wilfredo Morales Lezca,Wilfredo Morales Lezca,Autor
Wilkie Delgado Font,Wilkie Delgado Font,Autor
William L. Sariol-Nuñez,William L. Sariol-Nuñez,Autor
Y. Matos,Y. Matos,Autor
Yaidir Mustelier Ruiz,Yaidir Mustelier Ruiz,Autor
YailénMartínezJiménez,YailénMartínezJiménez,Autor
Yaimara Granados Hondares,Yaimara Granados Hondares,Autor
Yanely Zaldivar Gerpe,Yanely Zaldivar Gerpe,Autor
Yanet Rodríguez Sarabia,Yanet Rodríguez Sarabia,Autor
Yasser Martin Guillén,Yasser Martin Guillén,Autor
Yavseny Roque Hernández,Yavseny Roque Hernández,Autor
Yessica Caridad Castan˜o Sainz,Yessica Caridad Castan˜o Sainz,Autor
Yoan Quintana Herrera,Yoan Quintana Herrera,Autor
Yoanh Espinosa Almeyda,Yoanh Espinosa Almeyda,Autor
Yolanda O’Farrill Dinza,Yolanda O’Farrill Dinza,Autor
Ziv Shkedy,Ziv Shkedy,Autor
Águeda Santana Mart´ınez,Águeda Santana Mart´ınez,Autor
Ángela León Mec´ıas,Ángela León Mec´ıas,Autor
Ángela Rosa Herrera Trocones,Ángela Rosa Herrera Trocones,Autor
Éfren Vázquez Silva,Éfren Vázquez Silva,Autor
Actitudes hacia las matemáticas y resolución de problemas,Actitudes hacia las matemáticas y resolución de problemas,Tematica
Agrupamiento de documentos mediante Factorizaciones No Negativas de Matrices,Agrupamiento de documentos mediante Factorizaciones No Negativas de Matrices,Tematica
Ajuste de curvas y superficies por polinomios implícitos,Ajuste de curvas y superficies por polinomios implícitos,Tematica
Algebraic norm type torus over abelian Galois extension,Algebraic norm type torus over abelian Galois extension,Tematica
Algoritmo determinista de factorizacio´n,Algoritmo determinista de factorizacio´n,Tematica
Algoritmo esteganográfico pseudo-asimétrico basado en una tabla de cuantificación no estándar,Algoritmo esteganográfico pseudo-asimétrico basado en una tabla de cuantificación no estándar,Tematica
Algoritmo híbrido para optimización cuadrática no convexa,Algoritmo híbrido para optimización cuadrática no convexa,Tematica
Algoritmo matemático para calibración y cálculo de incertidumbre en tanques horizontales,Algoritmo matemático para calibración y cálculo de incertidumbre en tanques horizontales,Tematica
Algoritmo numérico para EDPs no lineales y dependientes del tiempo,Algoritmo numérico para EDPs no lineales y dependientes del tiempo,Tematica
Algoritmo optimizado para interpolación espacial de Krigeado Ordinario,Algoritmo optimizado para interpolación espacial de Krigeado Ordinario,Tematica
Algoritmo para cálculo de matriz inversa en GF(p),Algoritmo para cálculo de matriz inversa en GF(p),Tematica
Algoritmos híbridos heurísticos para diseño de S-caja,Algoritmos híbridos heurísticos para diseño de S-caja,Tematica
Algoritmos para matrices cuadradas invertibles,Algoritmos para matrices cuadradas invertibles,Tematica
Alternativa metodológica para la autopreparación de concursantes de Matemática,Alternativa metodológica para la autopreparación de concursantes de Matemática,Tematica
Anillos de Schur y módulos globalmente simples,Anillos de Schur y módulos globalmente simples,Tematica
Análisis Envolvente de Datos para indicadores sintéticos de sostenibilidad en turismo de naturaleza,Análisis Envolvente de Datos para indicadores sintéticos de sostenibilidad en turismo de naturaleza,Tematica
Análisis Funcional lineal,Análisis Funcional lineal,Tematica
Análisis cuantitativo de la cinemática del ciclo de marcha,Análisis cuantitativo de la cinemática del ciclo de marcha,Tematica
Análisis de Introduccio´n al Ana´lisis Matema´tico de Mario O. Gonza´lez,Análisis de Introduccio´n al Ana´lisis Matema´tico de Mario O. Gonza´lez,Tematica
Análisis de algoritmo multiclasificador incremental,Análisis de algoritmo multiclasificador incremental,Tematica
Análisis de asistentes matemáticos desde el triángulo didáctico de Chevallard,Análisis de asistentes matemáticos desde el triángulo didáctico de Chevallard,Tematica
Análisis de calidad de suelos en Sierra Norte de Puebla,Análisis de calidad de suelos en Sierra Norte de Puebla,Tematica
Análisis de criptosistemas McEliece y Niederreiter como candidatos post-cuánticos,Análisis de criptosistemas McEliece y Niederreiter como candidatos post-cuánticos,Tematica
Análisis de degradación de suelos,Análisis de degradación de suelos,Tematica
Análisis de dependencia de existencia en asociaciones,Análisis de dependencia de existencia en asociaciones,Tematica
Análisis de la COVID-19 en Cuba por seguimiento de pacientes y contactos,Análisis de la COVID-19 en Cuba por seguimiento de pacientes y contactos,Tematica
Análisis de modelos sísmicos mediante método de series,Análisis de modelos sísmicos mediante método de series,Tematica
Análisis de métodos de discretización para autenticación gráfica,Análisis de métodos de discretización para autenticación gráfica,Tematica
Análisis de sensibilidad del Modelo de Bahill para movimientos sacádicos en pacientes atáxicos,Análisis de sensibilidad del Modelo de Bahill para movimientos sacádicos en pacientes atáxicos,Tematica
Análisis de supervivencia en cáncer de pulmón avanzado,Análisis de supervivencia en cáncer de pulmón avanzado,Tematica
Análisis de tablas de contingencia con modelos multinivel,Análisis de tablas de contingencia con modelos multinivel,Tematica
Análisis de variables catego´ricas en problemas de salud,Análisis de variables catego´ricas en problemas de salud,Tematica
Análisis del modelo Lotka-Volterra con ecuaciones diferenciales parciales,Análisis del modelo Lotka-Volterra con ecuaciones diferenciales parciales,Tematica
Análisis del sistema de Lamé-Navier en la teoría de la elasticidad lineal,Análisis del sistema de Lamé-Navier en la teoría de la elasticidad lineal,Tematica
Análisis espacial de la incidencia de COVID-19 en Cuba,Análisis espacial de la incidencia de COVID-19 en Cuba,Tematica
Análisis morfológico de eritrocitos,Análisis morfológico de eritrocitos,Tematica
Análisis morfológico de muestras de HUVEC,Análisis morfológico de muestras de HUVEC,Tematica
Aplicaciones del teorema de los ceros de Hilbert en álgebra conmutativa y geometría algebraica,Aplicaciones del teorema de los ceros de Hilbert en álgebra conmutativa y geometría algebraica,Tematica
Aplicación de SymPy en el aprendizaje del cálculo diferencial,Aplicación de SymPy en el aprendizaje del cálculo diferencial,Tematica
Aplicación de búsqueda local iterada al VRP con recogida y entrega mixta,Aplicación de búsqueda local iterada al VRP con recogida y entrega mixta,Tematica
Aplicación del Delphi de Nube en la percepción subjetiva del pico de la COVID-19,Aplicación del Delphi de Nube en la percepción subjetiva del pico de la COVID-19,Tematica
Aplicación del MEF a un Problema de Poisson sobre regiones multiplemente conexas,Aplicación del MEF a un Problema de Poisson sobre regiones multiplemente conexas,Tematica
Aplicación del criterio BMA de selección de modelos bajo enfoque Bayesiano a un problema de sensibilidad alérgica ocupacional en panaderías de La Habana.,Aplicación del criterio BMA de selección de modelos bajo enfoque Bayesiano a un problema de sensibilidad alérgica ocupacional en panaderías de La Habana.,Tematica
Aprendizaje colaborativo en línea para la programación orientada a objetos,Aprendizaje colaborativo en línea para la programación orientada a objetos,Tematica
Aprendizaje reforzado para problemas de secuenciación,Aprendizaje reforzado para problemas de secuenciación,Tematica
Asignación de proyectos a estudiantes con operador FOWA y método húngaro,Asignación de proyectos a estudiantes con operador FOWA y método húngaro,Tematica
Ataques a cifrados en bloques usando teoría de grupos,Ataques a cifrados en bloques usando teoría de grupos,Tematica
Autoridad de certificación para emisión de certificados digitales,Autoridad de certificación para emisión de certificados digitales,Tematica
Bifurcación de Hopf subcrítica en modelo de Gray-Scott,Bifurcación de Hopf subcrítica en modelo de Gray-Scott,Tematica
Capacidades de IA generativa en Bioquímica y Metabolismo,Capacidades de IA generativa en Bioquímica y Metabolismo,Tematica
Carcaj de Auslander-Reiten de un álgebra hereditaria,Carcaj de Auslander-Reiten de un álgebra hereditaria,Tematica
Categorías derivadas de álgebras no hereditarias,Categorías derivadas de álgebras no hereditarias,Tematica
Cifrado y seguridad en dispositivos Android,Cifrado y seguridad en dispositivos Android,Tematica
Clasificación morfológica de células HUVEC para estudios de angiogénesis,Clasificación morfológica de células HUVEC para estudios de angiogénesis,Tematica
Cohomología de Hochschild de álgebras triangulares,Cohomología de Hochschild de álgebras triangulares,Tematica
Comparación de enfoques para manejar cambios de concepto en flujos de datos,Comparación de enfoques para manejar cambios de concepto en flujos de datos,Tematica
Comparación de métodos de regresión para predicción de dióxido de carbono,Comparación de métodos de regresión para predicción de dióxido de carbono,Tematica
Competencias básicas en Análisis Matemático para estudiantes de Ciencia de la Computación,Competencias básicas en Análisis Matemático para estudiantes de Ciencia de la Computación,Tematica
Comprensión de textos en resolución de problemas algebraicos,Comprensión de textos en resolución de problemas algebraicos,Tematica
Comprensión matemática en educación,Comprensión matemática en educación,Tematica
"Computación, Bases de Datos, Enseñanza de la Computación","Computación, Bases de Datos, Enseñanza de la Computación",Tematica
Concepto de número real en matemática alemana,Concepto de número real en matemática alemana,Tematica
Congreso Internacional de Matemática y Computación,Congreso Internacional de Matemática y Computación,Tematica
Consecuencias del teorema de Abel extendido a las filas de la tabla de Pade,Consecuencias del teorema de Abel extendido a las filas de la tabla de Pade,Tematica
Construction of MDS matrices using Feistel and Lai-Massey schemes,Construction of MDS matrices using Feistel and Lai-Massey schemes,Tematica
Convergence rate of quantization error for Wiener process with Gaussian starting point,Convergence rate of quantization error for Wiener process with Gaussian starting point,Tematica
Criptoanálisis algebraico a cifrados en bloques,Criptoanálisis algebraico a cifrados en bloques,Tematica
Criptoanálisis algebraico de cifrados en bloques ligeros,Criptoanálisis algebraico de cifrados en bloques ligeros,Tematica
Criptoanálisis de cifrados en bloques con Algoritmo Genético,Criptoanálisis de cifrados en bloques con Algoritmo Genético,Tematica
Criptoanálisis de cifrados en bloques con algoritmo genético,Criptoanálisis de cifrados en bloques con algoritmo genético,Tematica
Cuenta de puntos de malla en conos convexos,Cuenta de puntos de malla en conos convexos,Tematica
Cálculo de bases de Gröbner completas asociadas a códigos lineales,Cálculo de bases de Gröbner completas asociadas a códigos lineales,Tematica
Cálculo diferencial e integral como ciencia normal,Cálculo diferencial e integral como ciencia normal,Tematica
Cálculo sin matrix de combinaciones lineales de función phi por vector en integradores exponenciales,Cálculo sin matrix de combinaciones lineales de función phi por vector en integradores exponenciales,Tematica
Decoradores tipo Python en C# usando Roslyn,Decoradores tipo Python en C# usando Roslyn,Tematica
Definiciones métricas de líneas rectas en Geometría Discreta del Taxista,Definiciones métricas de líneas rectas en Geometría Discreta del Taxista,Tematica
Demostración de la unicidad del ciclo de Collatz,Demostración de la unicidad del ciclo de Collatz,Tematica
Desarrollo de SIG Web con tecnologías abiertas,Desarrollo de SIG Web con tecnologías abiertas,Tematica
Desarrollo de la Web y socialización de información,Desarrollo de la Web y socialización de información,Tematica
Desarrollo de servidor de mapas multiplataforma,Desarrollo de servidor de mapas multiplataforma,Tematica
Detección de altas concentraciones de vorticidad en la capa fronteriza de la atmósfera,Detección de altas concentraciones de vorticidad en la capa fronteriza de la atmósfera,Tematica
Detección de masas en mamografías con codificación fractal,Detección de masas en mamografías con codificación fractal,Tematica
Determinación de propiedades efectivas de medios cuasi periódicos en coordenadas curvilíneas,Determinación de propiedades efectivas de medios cuasi periódicos en coordenadas curvilíneas,Tematica
Diseño y aplicación de data warehouse en Inteligencia de Negocios,Diseño y aplicación de data warehouse en Inteligencia de Negocios,Tematica
Ecuaciones de Toda y polinomios ortogonales,Ecuaciones de Toda y polinomios ortogonales,Tematica
Educación económica en matemáticas,Educación económica en matemáticas,Tematica
Ejercicios de cálculo y geometría con Geogebra,Ejercicios de cálculo y geometría con Geogebra,Tematica
Elementos de innovación docente en la resolución de problemas matemáticos,Elementos de innovación docente en la resolución de problemas matemáticos,Tematica
Enfoque geométrico para introducir el concepto de campo central de la mecánica clásica,Enfoque geométrico para introducir el concepto de campo central de la mecánica clásica,Tematica
Enseñanza de la matemática en ingenierías,Enseñanza de la matemática en ingenierías,Tematica
Enseñanza de matemáticas desde un enfoque semántico,Enseñanza de matemáticas desde un enfoque semántico,Tematica
Enseñanza de matrices y conceptos asociados mediante el cifrado de Hill,Enseñanza de matrices y conceptos asociados mediante el cifrado de Hill,Tematica
Enseñanza-aprendizaje de matemáticas con herramientas tecnológicas,Enseñanza-aprendizaje de matemáticas con herramientas tecnológicas,Tematica
Escalamiento Multidimensional con Metaheurísticas,Escalamiento Multidimensional con Metaheurísticas,Tematica
Escalamiento Multidimensional y representación euclidiana,Escalamiento Multidimensional y representación euclidiana,Tematica
Esquema alternativo para diferencias finitas generalizadas,Esquema alternativo para diferencias finitas generalizadas,Tematica
Esquema spline co´nico de Hermite fair,Esquema spline co´nico de Hermite fair,Tematica
Estabilidad y acotación uniforme de soluciones de sistemas íntegro-diferenciales tipo Volterra,Estabilidad y acotación uniforme de soluciones de sistemas íntegro-diferenciales tipo Volterra,Tematica
Estimación de camas para COVID-19 en Cuba,Estimación de camas para COVID-19 en Cuba,Tematica
Estimación de carbono orgánico en suelos con modelos mixtos,Estimación de carbono orgánico en suelos con modelos mixtos,Tematica
Estimación de infecciones indocumentadas de Covid-19 en Cuba,Estimación de infecciones indocumentadas de Covid-19 en Cuba,Tematica
Estimación de parámetros de transmisión para brote epidémico de Dengue,Estimación de parámetros de transmisión para brote epidémico de Dengue,Tematica
Estimación temporal en tareas de implementación en Redmine,Estimación temporal en tareas de implementación en Redmine,Tematica
Estrategia GRASP para el problema de enrutamiento de vehículos con recogida y entrega simultánea,Estrategia GRASP para el problema de enrutamiento de vehículos con recogida y entrega simultánea,Tematica
Estrategia didáctica integradora para el Cálculo Integral mediado por TIC,Estrategia didáctica integradora para el Cálculo Integral mediado por TIC,Tematica
Estrategia didáctica para enseñanza de integral definida,Estrategia didáctica para enseñanza de integral definida,Tematica
Estrategia didáctica para razonamiento lógico matemático,Estrategia didáctica para razonamiento lógico matemático,Tematica
Estructura algebraica del Algebra de Wiener-Walsh,Estructura algebraica del Algebra de Wiener-Walsh,Tematica
Estudio diagnóstico sobre Ecuaciones Diferenciales Ordinarias en estudiantes de Química,Estudio diagnóstico sobre Ecuaciones Diferenciales Ordinarias en estudiantes de Química,Tematica
Estudio matemático de la diabetes,Estudio matemático de la diabetes,Tematica
Estudios de álgebras localmente hereditarias a través de sus relaciones con posets y álgebras de incidencia,Estudios de álgebras localmente hereditarias a través de sus relaciones con posets y álgebras de incidencia,Tematica
Evaluación automática de soluciones vecinas en problemas de enrutamiento de vehículos,Evaluación automática de soluciones vecinas en problemas de enrutamiento de vehículos,Tematica
Evaluación de STRESS en escalamiento multidimensional,Evaluación de STRESS en escalamiento multidimensional,Tematica
Evaluación de habilidades cognitivas de LLM,Evaluación de habilidades cognitivas de LLM,Tematica
Evaluación del algoritmo JRip para clasificación de datos,Evaluación del algoritmo JRip para clasificación de datos,Tematica
Extracción de relaciones espaciales en imágenes de satélite,Extracción de relaciones espaciales en imágenes de satélite,Tematica
Formación de cultura matemática en Cuba,Formación de cultura matemática en Cuba,Tematica
Formación de profesores de matemática en preuniversitario,Formación de profesores de matemática en preuniversitario,Tematica
G-presentaciones del grupo simétrico,G-presentaciones del grupo simétrico,Tematica
Generación aleatoria de permutaciones óptimas de difusión para Rijndael dinámico,Generación aleatoria de permutaciones óptimas de difusión para Rijndael dinámico,Tematica
Generación de curvas elípticas con propiedades criptográficas,Generación de curvas elípticas con propiedades criptográficas,Tematica
Generación de matrices circulantes invertibles y su aplicación al criptosistema McEliece,Generación de matrices circulantes invertibles y su aplicación al criptosistema McEliece,Tematica
Generalizaciones de la integral definida,Generalizaciones de la integral definida,Tematica
Generalizaciones y caracterizaciones del concepto de mØtrica,Generalizaciones y caracterizaciones del concepto de mØtrica,Tematica
Generalización de la regla de Simpson para mallados exponenciales y cálculo de integrales impropias,Generalización de la regla de Simpson para mallados exponenciales y cálculo de integrales impropias,Tematica
Generalización de un orden de medias en tres contextos,Generalización de un orden de medias en tres contextos,Tematica
Habilidades estadísticas y lógicas en alumnos de enseñanza media,Habilidades estadísticas y lógicas en alumnos de enseñanza media,Tematica
Herramientas para sistemas gestores de información textual,Herramientas para sistemas gestores de información textual,Tematica
Homogeneización de problemas elípticos mediante el método de los elementos finitos,Homogeneización de problemas elípticos mediante el método de los elementos finitos,Tematica
Implementación de aritmética para curvas elípticas en Bouncy Castle,Implementación de aritmética para curvas elípticas en Bouncy Castle,Tematica
Independencia de la media y varianza muestrales en distribución Normal,Independencia de la media y varianza muestrales en distribución Normal,Tematica
Influencia de Abel en el análisis matemático del siglo XIX,Influencia de Abel en el análisis matemático del siglo XIX,Tematica
Influencia de patrones de clics lineales en la seguridad de contraseñas gráficas,Influencia de patrones de clics lineales en la seguridad de contraseñas gráficas,Tematica
Infraestructura de Llave Pública y Recuperación de Llaves en Cuba,Infraestructura de Llave Pública y Recuperación de Llaves en Cuba,Tematica
Integración de curvas elípticas criptográficas en EJBCA,Integración de curvas elípticas criptográficas en EJBCA,Tematica
Integración de osciladores armónicos forzados,Integración de osciladores armónicos forzados,Tematica
Integración de osciladores armónicos perturbados,Integración de osciladores armónicos perturbados,Tematica
Introducción al Álgebra Lineal,Introducción al Álgebra Lineal,Tematica
Jornada Científica Estudiantil en Matemática y Computación,Jornada Científica Estudiantil en Matemática y Computación,Tematica
Legado de Jacob Bernoulli al cálculo,Legado de Jacob Bernoulli al cálculo,Tematica
Mathematical model of toxin elimination,Mathematical model of toxin elimination,Tematica
Mecanismos de aceleración para algoritmo de optimización basado en análisis de intervalos,Mecanismos de aceleración para algoritmo de optimización basado en análisis de intervalos,Tematica
Mecánica de materiales y homogenización,Mecánica de materiales y homogenización,Tematica
Medición de autenticidad en sistemas de autenticación gráfica,Medición de autenticidad en sistemas de autenticación gráfica,Tematica
Medidas de calidad para etiquetado de modelos de procesos de negocio en el sector de la salud,Medidas de calidad para etiquetado de modelos de procesos de negocio en el sector de la salud,Tematica
Meta-aprendizaje para AutoML heterogéneo,Meta-aprendizaje para AutoML heterogéneo,Tematica
Metodología para evaluar habilidad docente en procesamiento de datos,Metodología para evaluar habilidad docente en procesamiento de datos,Tematica
Modelado y solución del problema del péndulo doble con RK-4,Modelado y solución del problema del péndulo doble con RK-4,Tematica
Modelo SAIRV para la evolución de CoVid19 en Cuba,Modelo SAIRV para la evolución de CoVid19 en Cuba,Tematica
Modelo SEAIR para CoVid19 en Cuba,Modelo SEAIR para CoVid19 en Cuba,Tematica
Modelo de dinámica de epidemia con una sola ecuación,Modelo de dinámica de epidemia con una sola ecuación,Tematica
Modelo de flujo fractal y fraccionario para yacimientos fracturados,Modelo de flujo fractal y fraccionario para yacimientos fracturados,Tematica
Modelo de programación lineal difusa para evacuación óptima en desastres naturales,Modelo de programación lineal difusa para evacuación óptima en desastres naturales,Tematica
Modelo logístico de propagación de enfermedades,Modelo logístico de propagación de enfermedades,Tematica
Modelo matemático de interacción virus-sistema inmune con activación de células NK,Modelo matemático de interacción virus-sistema inmune con activación de células NK,Tematica
Modelo molecular de polimerización y cristalización de hemoglobina S,Modelo molecular de polimerización y cristalización de hemoglobina S,Tematica
Modelo para el desarrollo del pensamiento lógico-matemático avanzado,Modelo para el desarrollo del pensamiento lógico-matemático avanzado,Tematica
Modelo probabilístico en autenticación gráfica,Modelo probabilístico en autenticación gráfica,Tematica
Modelos SIR modificados para COVID-19,Modelos SIR modificados para COVID-19,Tematica
Modelos SIR para epidemias de COVID-19,Modelos SIR para epidemias de COVID-19,Tematica
Modelos de crecimiento sigmoidal para pronóstico en tiempo real de Covid-19,Modelos de crecimiento sigmoidal para pronóstico en tiempo real de Covid-19,Tematica
Modelos dinámicos para predecir casos de Covid-19 en Cuba,Modelos dinámicos para predecir casos de Covid-19 en Cuba,Tematica
Modelos fenomenológicos para COVID-19 en Cuba,Modelos fenomenológicos para COVID-19 en Cuba,Tematica
Modelos matemáticos en epidemiología,Modelos matemáticos en epidemiología,Tematica
Modelos matemáticos para el Zika,Modelos matemáticos para el Zika,Tematica
Modelos matemáticos para transmisiones mecánicas,Modelos matemáticos para transmisiones mecánicas,Tematica
Modelos multinivel para predecir casos de COVID-19,Modelos multinivel para predecir casos de COVID-19,Tematica
Modificación de la función de verosimilitud en modelos de regresión,Modificación de la función de verosimilitud en modelos de regresión,Tematica
Modular representations of groups with p-complement,Modular representations of groups with p-complement,Tematica
Método PRG para resolver problema de Dirichlet,Método PRG para resolver problema de Dirichlet,Tematica
Método de Linealización Local para ecuaciones diferenciales estocásticas con semimartingalas,Método de Linealización Local para ecuaciones diferenciales estocásticas con semimartingalas,Tematica
Método de elementos finitos y problemas elípticos,Método de elementos finitos y problemas elípticos,Tematica
Métodos de optimización para el problema de apilamiento de contenedores,Métodos de optimización para el problema de apilamiento de contenedores,Tematica
Neural networks for specular reflection removal in colposcopic images,Neural networks for specular reflection removal in colposcopic images,Tematica
Nueva época de la revista Ciencias Matemáticas,Nueva época de la revista Ciencias Matemáticas,Tematica
Obituario de Aurelio Quintana Valdés,Obituario de Aurelio Quintana Valdés,Tematica
Olimpiadas de matemática en Cuba,Olimpiadas de matemática en Cuba,Tematica
Optimización del test LIL-débil para la evaluación de PRGN,Optimización del test LIL-débil para la evaluación de PRGN,Tematica
Parametrización B-spline de regiones planas con frontera irregular,Parametrización B-spline de regiones planas con frontera irregular,Tematica
Plataforma para obtención de redes de transporte y diseño de rutas,Plataforma para obtención de redes de transporte y diseño de rutas,Tematica
Predicción de COVID-19 en Cuba con Aprendizaje Automático,Predicción de COVID-19 en Cuba con Aprendizaje Automático,Tematica
Predicción de resistencia del VIH con redes neuronales recurrentes,Predicción de resistencia del VIH con redes neuronales recurrentes,Tematica
Problema de Dirichlet para campos electromagnéticos en dominios con fronteras fractales y quirales,Problema de Dirichlet para campos electromagnéticos en dominios con fronteras fractales y quirales,Tematica
Problema de Transferencia de Masas de Monge-Kantorovich,Problema de Transferencia de Masas de Monge-Kantorovich,Tematica
Problema de los reducidos catalanes y método Bézout-Euler de las potencias,Problema de los reducidos catalanes y método Bézout-Euler de las potencias,Tematica
Problema elástico lineal en medios transversalmente isotrópicos,Problema elástico lineal en medios transversalmente isotrópicos,Tematica
Procedimiento de seleccio´n de personal basado en la teor´ıa de los subconjuntos borrosos,Procedimiento de seleccio´n de personal basado en la teor´ıa de los subconjuntos borrosos,Tematica
Procesamiento de imágenes digitales de mamografías con filtros morfológicos,Procesamiento de imágenes digitales de mamografías con filtros morfológicos,Tematica
Procesamiento de mamogramas con wavelets logarítmicas,Procesamiento de mamogramas con wavelets logarítmicas,Tematica
Procesos de ramificación aplicados al estudio de la transmisión de COVID-19,Procesos de ramificación aplicados al estudio de la transmisión de COVID-19,Tematica
Promediación de procesos conductivos en estructuras bidimensionales,Promediación de procesos conductivos en estructuras bidimensionales,Tematica
Propiedades algebraicas de los Polinomios Multiortogonales Clásicos,Propiedades algebraicas de los Polinomios Multiortogonales Clásicos,Tematica
Propiedades de S-cajas en cifradores de bloques,Propiedades de S-cajas en cifradores de bloques,Tematica
Propiedades efectivas de materiales elásticos con fibras multicapas,Propiedades efectivas de materiales elásticos con fibras multicapas,Tematica
Propiedades efectivas de medios laminados termopiezoeléctricos,Propiedades efectivas de medios laminados termopiezoeléctricos,Tematica
Protocolo de intercambio de claves criptográficas basado en LWR,Protocolo de intercambio de claves criptográficas basado en LWR,Tematica
Recuperación de información en documentos XML,Recuperación de información en documentos XML,Tematica
Relación entre el automorfismo de Frobenius y los homomorfismos de inmersión,Relación entre el automorfismo de Frobenius y los homomorfismos de inmersión,Tematica
Resolución creativa de problemas matemáticos,Resolución creativa de problemas matemáticos,Tematica
Resolución del problema de cavidad con pared móvil con el método de elementos finitos,Resolución del problema de cavidad con pared móvil con el método de elementos finitos,Tematica
Retos de la educación a distancia en matemática para ingenieros,Retos de la educación a distancia en matemática para ingenieros,Tematica
Secuencia didáctica para resolver problemas algebraicos,Secuencia didáctica para resolver problemas algebraicos,Tematica
Secuencias didácticas para resolver ecuaciones cuadráticas,Secuencias didácticas para resolver ecuaciones cuadráticas,Tematica
Segmentación automática de hígado en imágenes de tomografía,Segmentación automática de hígado en imágenes de tomografía,Tematica
Segmentación de la región acetoblanca en colposcopías del cérvix,Segmentación de la región acetoblanca en colposcopías del cérvix,Tematica
Seminario científico de criptografía,Seminario científico de criptografía,Tematica
Simulación de epidemias con modelos basados en agentes y redes complejas,Simulación de epidemias con modelos basados en agentes y redes complejas,Tematica
Sistema de gestión de proyectos para la producción de software,Sistema de gestión de proyectos para la producción de software,Tematica
Sistema informático para control de portadores energéticos,Sistema informático para control de portadores energéticos,Tematica
Soluciones de onda viajera en medios no homogéneos,Soluciones de onda viajera en medios no homogéneos,Tematica
Solución de la ecuación no estacionaria de la conducción del calor con Elementos Finitos y FreeFem++,Solución de la ecuación no estacionaria de la conducción del calor con Elementos Finitos y FreeFem++,Tematica
Solución de las ecuaciones estacionarias de Navier-Stokes por el método de los elementos finitos,Solución de las ecuaciones estacionarias de Navier-Stokes por el método de los elementos finitos,Tematica
Solución de problemas de contorno complejos para ecuaciones hiperbólicas,Solución de problemas de contorno complejos para ecuaciones hiperbólicas,Tematica
Solución de problemas elípticos con condiciones de contorno complejas,Solución de problemas elípticos con condiciones de contorno complejas,Tematica
Solución de un problema parabólico con condiciones de contorno complejas,Solución de un problema parabólico con condiciones de contorno complejas,Tematica
Teoría de Grafos y Redes de Interconexión,Teoría de Grafos y Redes de Interconexión,Tematica
Teoría de campos finitos y homomorfismos,Teoría de campos finitos y homomorfismos,Tematica
Teoría de inclinación en álgebras de tipo A equiorientadas,Teoría de inclinación en álgebras de tipo A equiorientadas,Tematica
Traducción automatizada de consultas de lenguaje natural a Cypher con aprendizaje zero-shot,Traducción automatizada de consultas de lenguaje natural a Cypher con aprendizaje zero-shot,Tematica
Traductor de reglas de negocio de LPT a SQL,Traductor de reglas de negocio de LPT a SQL,Tematica
Técnicas de regularización para problemas inversos en tomografía óptica difusa,Técnicas de regularización para problemas inversos en tomografía óptica difusa,Tematica
Uso de pirámides instrumentales en la enseñanza del límite funcional,Uso de pirámides instrumentales en la enseñanza del límite funcional,Tematica
Varianza del coeficiente de confusión y no-linealidad de S-cajas en clases Hamming Weight,Varianza del coeficiente de confusión y no-linealidad de S-cajas en clases Hamming Weight,Tematica
Álgebra computacional en la computación científica,Álgebra computacional en la computación científica,Tematica
