Source,Target
Ridelio Miranda Pérez,Algoritmo híbrido para optimización cuadrática no convexa
Boris Pérez Canedo,Algoritmo híbrido para optimización cuadrática no convexa
Gemayqzel Bouza Allende,Algoritmo híbrido para optimización cuadrática no convexa
Sira M. Allende Alonso,Algoritmo híbrido para optimización cuadrática no convexa
Alejandro Tamayo Castillo,Cifrado y seguridad en dispositivos Android
Anna Fernández Girone,Cifrado y seguridad en dispositivos Android
Miguel Katrib Mora,Cifrado y seguridad en dispositivos Android
Sylvie Paycha,Cuenta de puntos de malla en conos convexos
Li Guo,Cuenta de puntos de malla en conos convexos
Bin Zhang,Cuenta de puntos de malla en conos convexos
Susely Figueroa Iglesias,Bifurcación de Hopf subcrítica en modelo de Gray-Scott
Mariano Rodríguez Ricard,Bifurcación de Hopf subcrítica en modelo de Gray-Scott
Jorge Estrada Sarlabous,Algebraic norm type torus over abelian Galois extension
Pedro Luis Del Angel Rodríguez,Algebraic norm type torus over abelian Galois extension
Huber Mart´ınez Rodr´ıguez,Algebraic norm type torus over abelian Galois extension
Julio Cruz Cruz,Aplicación de SymPy en el aprendizaje del cálculo diferencial
Ricardo Abreu Blaya,Aplicación de SymPy en el aprendizaje del cálculo diferencial
Carlos Segura Vidal,Aplicación de SymPy en el aprendizaje del cálculo diferencial
Ivett E. Fuentes,Recuperación de información en documentos XML
Michel Cabezas,Recuperación de información en documentos XML
María M. García,Recuperación de información en documentos XML
Damny Magdaleno Guevara,Recuperación de información en documentos XML
F. García-Alonso,Análisis de modelos sísmicos mediante método de series
J. A. Reyes,Análisis de modelos sísmicos mediante método de series
M. Cortés-Molina,Análisis de modelos sísmicos mediante método de series
Eberto R. Morgado Morales,Relación entre el automorfismo de Frobenius y los homomorfismos de inmersión
Evaristo Madarro Capó,Relación entre el automorfismo de Frobenius y los homomorfismos de inmersión
Oristela Cuéllar Justiz,Relación entre el automorfismo de Frobenius y los homomorfismos de inmersión
Guillermo Sosa Gómez,Relación entre el automorfismo de Frobenius y los homomorfismos de inmersión
Abel Fernández Infante1*,Consecuencias del teorema de Abel extendido a las filas de la tabla de Pade
Prof. Dr. Luis Ramiro Piñeiro Díaz,Consecuencias del teorema de Abel extendido a las filas de la tabla de Pade
Allan Blanco García,Comprensión de textos en resolución de problemas algebraicos
Elisabet Vivar Reyes,Comprensión de textos en resolución de problemas algebraicos
Juan Carlos Navarro González,Comprensión de textos en resolución de problemas algebraicos
Allan Blanco García,Comprensión de textos en resolución de problemas algebraicos
Elisabet Vivar Reyes,Comprensión de textos en resolución de problemas algebraicos
Juan Carlos Navarro González,Comprensión de textos en resolución de problemas algebraicos
Lourdes Souto Anido,Procedimiento de seleccio´n de personal basado en la teor´ıa de los subconjuntos borrosos
Irene Garc´ıa Rondón,Procedimiento de seleccio´n de personal basado en la teor´ıa de los subconjuntos borrosos
Alberto Verdecia Cabrera,Análisis de algoritmo multiclasificador incremental
David La O Naranjo,Análisis de algoritmo multiclasificador incremental
Agustín Alejandro Ortiz Díaz,Análisis de algoritmo multiclasificador incremental
Ramón Osmany Ramírez Tase,Análisis de algoritmo multiclasificador incremental
Isvani Frías Blanco,Análisis de algoritmo multiclasificador incremental
Leisy Sosa Castro,Extracción de relaciones espaciales en imágenes de satélite
Sébastien Martin,Método de elementos finitos y problemas elípticos
Franck Boyer,Método de elementos finitos y problemas elípticos
Dayron Chang Dominguez1*,Resolución del problema de cavidad con pared móvil con el método de elementos finitos
José Enrique Alvarez Iglesias2,Resolución del problema de cavidad con pared móvil con el método de elementos finitos
Ana Isis Toledo Marrero,Análisis del modelo Lotka-Volterra con ecuaciones diferenciales parciales
Jorge Estrada Hernández,Análisis del modelo Lotka-Volterra con ecuaciones diferenciales parciales
Armando Arredondo Soto,Homogeneización de problemas elípticos mediante el método de los elementos finitos
Ernesto Iglesias Rodríguez,Homogeneización de problemas elípticos mediante el método de los elementos finitos
Yoan Quintana Herrera,Solución de la ecuación no estacionaria de la conducción del calor con Elementos Finitos y FreeFem++
Luis Sorinas Morales,Solución de la ecuación no estacionaria de la conducción del calor con Elementos Finitos y FreeFem++
Miguel Angel Socorro Borges,Solución de las ecuaciones estacionarias de Navier-Stokes por el método de los elementos finitos
Angel Ulise Tabares González,Solución de las ecuaciones estacionarias de Navier-Stokes por el método de los elementos finitos
Abraham Toledo Sánchez,Aplicación del MEF a un Problema de Poisson sobre regiones multiplemente conexas
Otilio B. Mederos Anoceto,Generalizaciones de la integral definida
Rita A. Roldán Inguanzo,Generalizaciones de la integral definida
Pablo Homero Velastegui López,Estrategia didáctica para razonamiento lógico matemático
Dr.C Ricardo Sánchez Casanova,Estrategia didáctica para razonamiento lógico matemático
Luis Efraín Velastegui López,Estrategia didáctica para razonamiento lógico matemático
Marelys Crespo Navas,Aplicación del criterio BMA de selección de modelos bajo enfoque Bayesiano a un problema de sensibilidad alérgica ocupacional en panaderías de La Habana.
Vivian Sistachs Vega,Aplicación del criterio BMA de selección de modelos bajo enfoque Bayesiano a un problema de sensibilidad alérgica ocupacional en panaderías de La Habana.
Greneter Cordoves Delgado,Asignación de proyectos a estudiantes con operador FOWA y método húngaro
Boris Pérez Canedo,Asignación de proyectos a estudiantes con operador FOWA y método húngaro
Eduardo R. Concepción Morales,Asignación de proyectos a estudiantes con operador FOWA y método húngaro
Ligia Ferreira Gomez,Análisis morfológico de muestras de HUVEC
Silena Herold Garc´ıa,Análisis morfológico de muestras de HUVEC
Miriela Escobedo Nicot,Análisis morfológico de muestras de HUVEC
Wilkie Delgado Font,Análisis morfológico de muestras de HUVEC
Camila Machado,Análisis morfológico de muestras de HUVEC
Elisa Monteiro Pereira,Análisis morfológico de muestras de HUVEC
F. García-Alonso,Integración de osciladores armónicos perturbados
J. A. Reyes,Integración de osciladores armónicos perturbados
Dr. Lorgio F. Batard Martínez,Solución de problemas de contorno complejos para ecuaciones hiperbólicas
MSc. Yanelis Estrada Hernández,Solución de problemas de contorno complejos para ecuaciones hiperbólicas
Dr. Lorgio F. Batard Martínez,Solución de problemas de contorno complejos para ecuaciones hiperbólicas
MSc. Yanelis Estrada Hernández,Solución de problemas de contorno complejos para ecuaciones hiperbólicas
José R. Velázquez Codina,Estabilidad y acotación uniforme de soluciones de sistemas íntegro-diferenciales tipo Volterra
Julián Bravo Castillero,Promediación de procesos conductivos en estructuras bidimensionales
Reinaldo Rodr(cid:237)guez Ramos,Promediación de procesos conductivos en estructuras bidimensionales
Juan Manuel Regalado Gómez,Promediación de procesos conductivos en estructuras bidimensionales
Raúl Guinovart Díaz,Promediación de procesos conductivos en estructuras bidimensionales
Luis Giraldo González Ricardo,Concepto de número real en matemática alemana
Carlos Sánchez Fernández,Concepto de número real en matemática alemana
M. A. García-March,Generalización de la regla de Simpson para mallados exponenciales y cálculo de integrales impropias
P. Fernández de Córdoba,Generalización de la regla de Simpson para mallados exponenciales y cálculo de integrales impropias
J. M. Isidro,Generalización de la regla de Simpson para mallados exponenciales y cálculo de integrales impropias
Dagoberto Acosta Iglesias,Generalización de la regla de Simpson para mallados exponenciales y cálculo de integrales impropias
J. L. G. Santander,Generalización de la regla de Simpson para mallados exponenciales y cálculo de integrales impropias
Carlos Sánchez Fernández,Formación de cultura matemática en Cuba
Concepción Valdés Castro,Formación de cultura matemática en Cuba
F. García-Alonso,Integración de osciladores armónicos forzados
J. A. Reyes,Integración de osciladores armónicos forzados
Ángela León Mec´ıas,Detección de altas concentraciones de vorticidad en la capa fronteriza de la atmósfera
Maibys Sierra Lorenzo,Detección de altas concentraciones de vorticidad en la capa fronteriza de la atmósfera
Mario Carnesoltas Calvo,Detección de altas concentraciones de vorticidad en la capa fronteriza de la atmósfera
Nivian Quintana,Detección de altas concentraciones de vorticidad en la capa fronteriza de la atmósfera
Dr.C Ricardo Sánchez Casanova,Metodología para evaluar habilidad docente en procesamiento de datos
Dra. Olga Lidia Pérez González,Metodología para evaluar habilidad docente en procesamiento de datos
Yoanh Espinosa Almeyda,Propiedades efectivas de materiales elásticos con fibras multicapas
Raúl Guinovart Díaz,Propiedades efectivas de materiales elásticos con fibras multicapas
Yanely Zaldivar Gerpe,Propiedades efectivas de materiales elásticos con fibras multicapas
Julián Bravo Castillero,Propiedades efectivas de materiales elásticos con fibras multicapas
Reinaldo Rodr(cid:237)guez Ramos,Propiedades efectivas de materiales elásticos con fibras multicapas
Alexandre I. Grebennikov,Método PRG para resolver problema de Dirichlet
Emmanuel Abdias Romano Castillo,Método PRG para resolver problema de Dirichlet
Nelson Díaz,Algoritmo para cálculo de matriz inversa en GF(p)
Pablo Freyre Arrozarena,Algoritmo para cálculo de matriz inversa en GF(p)
Oristela Cuéllar Justiz,Teoría de campos finitos y homomorfismos
Guillermo Sosa Gómez,Teoría de campos finitos y homomorfismos
Oristela Cuéllar Justiz,Teoría de campos finitos y homomorfismos
Guillermo Sosa Gómez,Teoría de campos finitos y homomorfismos
MSc. Denis Martínez Tápanes,Demostración de la unicidad del ciclo de Collatz
Dr. José Enrique Martínez Serra,Demostración de la unicidad del ciclo de Collatz
Carlos Sánchez Fernández,Cálculo diferencial e integral como ciencia normal
Concepción Valdés Castro,Cálculo diferencial e integral como ciencia normal
Dr.C. José Fidel Hernández Advíncula,Categorías derivadas de álgebras no hereditarias
Lic. Bely Rodríguez Morales,Categorías derivadas de álgebras no hereditarias
Dr.C. José Fidel Hernández Advíncula,Carcaj de Auslander-Reiten de un álgebra hereditaria
Lic. Laura Decalo Salgado,Carcaj de Auslander-Reiten de un álgebra hereditaria
Daniela Bonilla Barraza,Definiciones métricas de líneas rectas en Geometría Discreta del Taxista
Leonardo Solanilla Chavarro,Definiciones métricas de líneas rectas en Geometría Discreta del Taxista
Marcela Parraguez González,Definiciones métricas de líneas rectas en Geometría Discreta del Taxista
Daniela Bonilla Barraza,Definiciones métricas de líneas rectas en Geometría Discreta del Taxista
Leonardo Solanilla Chavarro,Definiciones métricas de líneas rectas en Geometría Discreta del Taxista
Marcela Parraguez González,Definiciones métricas de líneas rectas en Geometría Discreta del Taxista
Otilio B. Mederos Anoceto,Generalización de un orden de medias en tres contextos
Rita A. Roldán Inguanzo,Generalización de un orden de medias en tres contextos
Dr. José Enrique Martínez Serra,Generalización de un orden de medias en tres contextos
Herminia Hernández Fernández,Estudio diagnóstico sobre Ecuaciones Diferenciales Ordinarias en estudiantes de Química
María del Carmen Rivalta Valladares,Estudio diagnóstico sobre Ecuaciones Diferenciales Ordinarias en estudiantes de Química
Luis A. Salomón Hernández,Convergence rate of quantization error for Wiener process with Gaussian starting point
Alina Fernández Arias,Estrategia GRASP para el problema de enrutamiento de vehículos con recogida y entrega simultánea
Sira M. Allende Alonso,Estrategia GRASP para el problema de enrutamiento de vehículos con recogida y entrega simultánea
Ángela León Mec´ıas,Procesamiento de mamogramas con wavelets logarítmicas
Daniel Alejandro Mesejo León,Procesamiento de mamogramas con wavelets logarítmicas
Damian Valdés Santiago,Procesamiento de mamogramas con wavelets logarítmicas
J. G. Tinoco-Ruiz,Esquema alternativo para diferencias finitas generalizadas
F. J. Dom´ınguez-Mota,Esquema alternativo para diferencias finitas generalizadas
M. L. Ruiz-Zavala,Esquema alternativo para diferencias finitas generalizadas
A. Gaona-Arias,Esquema alternativo para diferencias finitas generalizadas
G. Sánchez-Yépez,Esquema alternativo para diferencias finitas generalizadas
Laidy De Armas Jacomino,Métodos de optimización para el problema de apilamiento de contenedores
Rafael Bello Pérez,Métodos de optimización para el problema de apilamiento de contenedores
Carlos Morell Pérez,Métodos de optimización para el problema de apilamiento de contenedores
Lic. Mar´ıa Esther Reyes Calzado,Escalamiento Multidimensional con Metaheurísticas
Dra. Marta Lourdes Baguer Díaz-Romañach,Procesamiento de imágenes digitales de mamografías con filtros morfológicos
Ceyli M. Ricardo Gomar,Procesamiento de imágenes digitales de mamografías con filtros morfológicos
Jorge Del Risco Mart´ınez,Procesamiento de imágenes digitales de mamografías con filtros morfológicos
Yanet Rodríguez Sarabia,Comparación de enfoques para manejar cambios de concepto en flujos de datos
Alberto Verdecia Cabrera,Comparación de enfoques para manejar cambios de concepto en flujos de datos
Agustín Alejandro Ortiz Díaz,Comparación de enfoques para manejar cambios de concepto en flujos de datos
Isvani Frías Blanco,Comparación de enfoques para manejar cambios de concepto en flujos de datos
Antonio Mustelier Hechavarría,Comparación de enfoques para manejar cambios de concepto en flujos de datos
Adrian Donatien Charón,Criptoanálisis de cifrados en bloques con algoritmo genético
Mijail Borges Quintana,Criptoanálisis de cifrados en bloques con algoritmo genético
Miguel Angel Borges Trenard,Criptoanálisis de cifrados en bloques con algoritmo genético
Luis Giraldo González Ricardo,Análisis de Introduccio´n al Ana´lisis Matema´tico de Mario O. Gonza´lez
Dr.C Ricardo Sánchez Casanova,Estrategia didáctica integradora para el Cálculo Integral mediado por TIC
Idania Urrutia Roman´ı,Estrategia didáctica integradora para el Cálculo Integral mediado por TIC
Moisés Villena Muñoz,Estrategia didáctica integradora para el Cálculo Integral mediado por TIC
Claudia Fonte Sánchez,Estructura algebraica del Algebra de Wiener-Walsh
Carlos Sánchez Fernández,Estructura algebraica del Algebra de Wiener-Walsh
Ransés Alfonso Rodríguez,Problema elástico lineal en medios transversalmente isotrópicos
David Guinovart Sanjuán,Problema elástico lineal en medios transversalmente isotrópicos
Raúl Guinovart Díaz,Problema elástico lineal en medios transversalmente isotrópicos
Julián Bravo Castillero,Problema elástico lineal en medios transversalmente isotrópicos
Reinaldo Rodr(cid:237)guez Ramos,Problema elástico lineal en medios transversalmente isotrópicos
Pablo Barrera Sánchez,Parametrización B-spline de regiones planas con frontera irregular
Isidro A. Abelló Ugalde,Parametrización B-spline de regiones planas con frontera irregular
Victoria Hernández Mederos,Parametrización B-spline de regiones planas con frontera irregular
Guilmer F. González Flores,Parametrización B-spline de regiones planas con frontera irregular
Alina Fernández Arias,Aplicación de búsqueda local iterada al VRP con recogida y entrega mixta
Sira M. Allende Alonso,Aplicación de búsqueda local iterada al VRP con recogida y entrega mixta
Ligia Ferreira Gomez,Clasificación morfológica de células HUVEC para estudios de angiogénesis
Elisângela Monteiro Pereira,Clasificación morfológica de células HUVEC para estudios de angiogénesis
Silena Herold Garc´ıa,Clasificación morfológica de células HUVEC para estudios de angiogénesis
Miriela Escobedo Nicot,Clasificación morfológica de células HUVEC para estudios de angiogénesis
Wilkie Delgado Font,Clasificación morfológica de células HUVEC para estudios de angiogénesis
Camila Machado,Clasificación morfológica de células HUVEC para estudios de angiogénesis
Nelson Claudio Córdova Rosas,Elementos de innovación docente en la resolución de problemas matemáticos
Dr.C Ricardo Sánchez Casanova,Elementos de innovación docente en la resolución de problemas matemáticos
Idania Urrutia Roman´ı,Elementos de innovación docente en la resolución de problemas matemáticos
Laidy De Armas Jacomino,Evaluación del algoritmo JRip para clasificación de datos
Danilo Valdes Ramirez,Evaluación del algoritmo JRip para clasificación de datos
Laura Casas Fuentes,Secuencia didáctica para resolver problemas algebraicos
Angela Martin Sánchez,Secuencia didáctica para resolver problemas algebraicos
Dr.C Ricardo Sánchez Casanova,Secuencia didáctica para resolver problemas algebraicos
Dra. Olga Lidia Pérez González,Secuencia didáctica para resolver problemas algebraicos
Frank Reyes Garc´ıa,Medidas de calidad para etiquetado de modelos de procesos de negocio en el sector de la salud
Isel Moreno Montes de Oca,Medidas de calidad para etiquetado de modelos de procesos de negocio en el sector de la salud
Abel Rodr´ıguez Morffi,Medidas de calidad para etiquetado de modelos de procesos de negocio en el sector de la salud
Lisbet Hernández Cárdenas,Medidas de calidad para etiquetado de modelos de procesos de negocio en el sector de la salud
Ángela León Mec´ıas,Algoritmo numérico para EDPs no lineales y dependientes del tiempo
Maibys Sierra Lorenzo,Algoritmo numérico para EDPs no lineales y dependientes del tiempo
Angel Domingues Chovert,Algoritmo numérico para EDPs no lineales y dependientes del tiempo
Evelyn Elisa Mart´ınez Sabari,Algoritmo numérico para EDPs no lineales y dependientes del tiempo
Dra. Marta Lourdes Baguer Díaz-Romañach,Segmentación de la región acetoblanca en colposcopías del cérvix
Águeda Santana Mart´ınez,Segmentación de la región acetoblanca en colposcopías del cérvix
Saúl Olivera Perdomo,Segmentación de la región acetoblanca en colposcopías del cérvix
Damian Valdés Santiago,Segmentación de la región acetoblanca en colposcopías del cérvix
Dr. Lorgio F. Batard Martínez,Solución de un problema parabólico con condiciones de contorno complejas
MSc. Yanelis Estrada Hernández,Solución de un problema parabólico con condiciones de contorno complejas
Lic. Roxana Pérez García,Solución de un problema parabólico con condiciones de contorno complejas
Erick Manuel Delgado Moya,Modelos matemáticos para el Zika
Aymée de los Ángeles Marrero Severo,Modelos matemáticos para el Zika
Dianne Miyares Moreno,Varianza del coeficiente de confusión y no-linealidad de S-cajas en clases Hamming Weight
C. M. Legón,Varianza del coeficiente de confusión y no-linealidad de S-cajas en clases Hamming Weight
Ismel Martínez Díaz,Varianza del coeficiente de confusión y no-linealidad de S-cajas en clases Hamming Weight
Yolanda O’Farrill Dinza,Estrategia didáctica para enseñanza de integral definida
Dr.C Ricardo Sánchez Casanova,Estrategia didáctica para enseñanza de integral definida
Jonathan Chicaiza Intriago,Estrategia didáctica para enseñanza de integral definida
José Armando Vivero González,Teoría de inclinación en álgebras de tipo A equiorientadas
Dr.C. José Fidel Hernández Advíncula,Teoría de inclinación en álgebras de tipo A equiorientadas
Mar´ıa Virginia Rodr´ıguez Quiroz,Secuencias didácticas para resolver ecuaciones cuadráticas
Idania Urrutia Roman´ı,Secuencias didácticas para resolver ecuaciones cuadráticas
Pablo Freyre Arrozarena,Generación aleatoria de permutaciones óptimas de difusión para Rijndael dinámico
Adrián Alfonso Pen˜ate,Generación aleatoria de permutaciones óptimas de difusión para Rijndael dinámico
Alberto Fernández Oliva,Plataforma para obtención de redes de transporte y diseño de rutas
Joanna Campbell Amos,Plataforma para obtención de redes de transporte y diseño de rutas
Rainer Llera Menocal,Plataforma para obtención de redes de transporte y diseño de rutas
C. M. Legón,Optimización del test LIL-débil para la evaluación de PRGN
E. J. Madarro,Optimización del test LIL-débil para la evaluación de PRGN
Y. Matos,Optimización del test LIL-débil para la evaluación de PRGN
A. Figueroa-Romero,Algoritmo esteganográfico pseudo-asimétrico basado en una tabla de cuantificación no estándar
A. Soria-Lorente,Algoritmo esteganográfico pseudo-asimétrico basado en una tabla de cuantificación no estándar
Juan Carlos Hernández Gómez,Modelo de programación lineal difusa para evacuación óptima en desastres naturales
José María Sigarreta Almira,Modelo de programación lineal difusa para evacuación óptima en desastres naturales
Ernesto Parra Inza,Modelo de programación lineal difusa para evacuación óptima en desastres naturales
Carlos Segura Vidal,Modelo de programación lineal difusa para evacuación óptima en desastres naturales
Lic. Mar´ıa Esther Reyes Calzado,Evaluación de STRESS en escalamiento multidimensional
Lic. Javier Alejandro Quintero Roba,Evaluación de STRESS en escalamiento multidimensional
Dra. Elina Miret Barroso,Evaluación de STRESS en escalamiento multidimensional
Jorge E. Macías-Díaz,Soluciones de onda viajera en medios no homogéneos
Alejandro Mesejo Chiong,Modelado y solución del problema del péndulo doble con RK-4
Glicerio Viltres Castro,Modelado y solución del problema del péndulo doble con RK-4
Miguel Ángel Abreu Terán,Modelado y solución del problema del péndulo doble con RK-4
Milenis Fernández Díaz,Algoritmo optimizado para interpolación espacial de Krigeado Ordinario
José Quintín Cuador Gil,Algoritmo optimizado para interpolación espacial de Krigeado Ordinario
César Raúl García Jacas,Algoritmo optimizado para interpolación espacial de Krigeado Ordinario
Mir´ıam G. Báez-Hernández,Problema de Transferencia de Masas de Monge-Kantorovich
J. Rigoberto Gabriel-Argu¨elles,Problema de Transferencia de Masas de Monge-Kantorovich
M. Lorena Avendan˜o-Garrido,Problema de Transferencia de Masas de Monge-Kantorovich
Luis Orlando Castellanos Pérez,Técnicas de regularización para problemas inversos en tomografía óptica difusa
Carmen Tejeda Toledo,Técnicas de regularización para problemas inversos en tomografía óptica difusa
S. Behar Jeqúın,Esquema spline co´nico de Hermite fair
Jorge Estrada Sarlabous,Esquema spline co´nico de Hermite fair
Wilfredo Morales Lezca,Esquema spline co´nico de Hermite fair
Lic. Roxana Pérez García,Esquema spline co´nico de Hermite fair
Prof. Dr. Luis Ramiro Piñeiro Díaz,Seminario científico de criptografía
Dr C. Manuel Mariño Betancourt,Protocolo de intercambio de claves criptográficas basado en LWR
Esp. David Ricardo Ledo Baster,Protocolo de intercambio de claves criptográficas basado en LWR
Dr C. Miguel Cruz Ramírez,Protocolo de intercambio de claves criptográficas basado en LWR
Ernesto Dominguez Fiallo,Generación de matrices circulantes invertibles y su aplicación al criptosistema McEliece
Frank E. Acosta Fonseca,Generación de matrices circulantes invertibles y su aplicación al criptosistema McEliece
Dr. Luis R. Piñeiro Díaz,Generación de matrices circulantes invertibles y su aplicación al criptosistema McEliece
DraC Teresa Bernarda Pagés López,Infraestructura de Llave Pública y Recuperación de Llaves en Cuba
Claudia Espinosa Contreras,Generación de curvas elípticas con propiedades criptográficas
Yessica Caridad Castan˜o Sainz,Generación de curvas elípticas con propiedades criptográficas
Huber Mart´ınez Rodr´ıguez,Generación de curvas elípticas con propiedades criptográficas
José A. Ornella Rodriguez,Cálculo de bases de Gröbner completas asociadas a códigos lineales
Mijail Borges Quintana,Cálculo de bases de Gröbner completas asociadas a códigos lineales
Irene Martínez Ferrer,Criptoanálisis algebraico a cifrados en bloques
Mijail Borges Quintana,Criptoanálisis algebraico a cifrados en bloques
Miguel Angel Borges Trenard,Criptoanálisis algebraico a cifrados en bloques
Dania Tamayo Vera,Algoritmos híbridos heurísticos para diseño de S-caja
Antonio Bolufé Rohler,Algoritmos híbridos heurísticos para diseño de S-caja
Rodnel Pen˜a Alvarado,Algoritmos híbridos heurísticos para diseño de S-caja
Magdiel Vicet Morejón,Algoritmo determinista de factorizacio´n
Redelio Hernández Rubio,Algoritmo determinista de factorizacio´n
Alexi Massó Mun˜oz,Algoritmo determinista de factorizacio´n
Alejandro Freyre,Propiedades de S-cajas en cifradores de bloques
C. M. Legón,Propiedades de S-cajas en cifradores de bloques
Ismel Martínez-Díaz,Propiedades de S-cajas en cifradores de bloques
Eziel Ramos,Propiedades de S-cajas en cifradores de bloques
Pedro Enrique Navarro Sosa,Análisis de métodos de discretización para autenticación gráfica
Carlos Miguel Legón Pérez,Análisis de métodos de discretización para autenticación gráfica
Ernesto A. Borrego Rodríguez,Análisis de métodos de discretización para autenticación gráfica
Osmani Tito Corrioso,Ataques a cifrados en bloques usando teoría de grupos
Mijail Borges Quintana,Ataques a cifrados en bloques usando teoría de grupos
Miguel Angel Borges Trenard,Ataques a cifrados en bloques usando teoría de grupos
Osviel Rodriguez Valdés,Influencia de patrones de clics lineales en la seguridad de contraseñas gráficas
Raisa Socorro Llanes,Influencia de patrones de clics lineales en la seguridad de contraseñas gráficas
Carlos Miguel Legón Pérez,Influencia de patrones de clics lineales en la seguridad de contraseñas gráficas
Ernesto Dominguez Fiallo,Análisis de criptosistemas McEliece y Niederreiter como candidatos post-cuánticos
Frank E. Acosta Fonseca,Análisis de criptosistemas McEliece y Niederreiter como candidatos post-cuánticos
Dr. Luis R. Piñeiro Díaz,Análisis de criptosistemas McEliece y Niederreiter como candidatos post-cuánticos
Reynier A. de la Cruz Jiménez,Construction of MDS matrices using Feistel and Lai-Massey schemes
Ramses Rodr´ıguez Aulet,Construction of MDS matrices using Feistel and Lai-Massey schemes
Mario A. Vera-Villamar,Modelo de flujo fractal y fraccionario para yacimientos fracturados
Jose Alejandro Mesejo-Chiong,Modelo de flujo fractal y fraccionario para yacimientos fracturados
Brenda Lambert Lamazares,Análisis de variables catego´ricas en problemas de salud
Vivian Sistachs Vega,Análisis de variables catego´ricas en problemas de salud
Ernesto A. Borrego Rodríguez,Modelo probabilístico en autenticación gráfica
Osviel Rodriguez Valdés,Modelo probabilístico en autenticación gráfica
Pedro Enrique Navarro Sosa,Modelo probabilístico en autenticación gráfica
Raisa Socorro Llanes,Modelo probabilístico en autenticación gráfica
Carlos Miguel Legón,Modelo probabilístico en autenticación gráfica
Dagoberto Acosta Iglesias,Enseñanza-aprendizaje de matemáticas con herramientas tecnológicas
Manuel Guardado Hernández,Enseñanza-aprendizaje de matemáticas con herramientas tecnológicas
Amaury Pérez Martínez,Enseñanza-aprendizaje de matemáticas con herramientas tecnológicas
Gladys Linares Fleites,Estimación de carbono orgánico en suelos con modelos mixtos
Hortensia J. Reyes Cervantes,Estimación de carbono orgánico en suelos con modelos mixtos
Bulmaro Juárez Hernández,Estimación de carbono orgánico en suelos con modelos mixtos
Ana A. Oroza Hernández,Estimación de carbono orgánico en suelos con modelos mixtos
María de Luz Gasca Soto,Teoría de Grafos y Redes de Interconexión
Serdaniel Nieves Pupo,Modelo para el desarrollo del pensamiento lógico-matemático avanzado
Rita A. Roldán Inguanzo,Modelo para el desarrollo del pensamiento lógico-matemático avanzado
A. Figueroa-Romero,Algoritmo esteganográfico pseudo-asimétrico basado en una tabla de cuantificación no estándar
A. Soria-Lorente,Algoritmo esteganográfico pseudo-asimétrico basado en una tabla de cuantificación no estándar
Ángela León Mec´ıas,Detección de masas en mamografías con codificación fractal
Nigreisy Montalvo Zulueta,Detección de masas en mamografías con codificación fractal
Lorena León Arencibia,Detección de masas en mamografías con codificación fractal
Mariella Lorenzo Suárez,Detección de masas en mamografías con codificación fractal
Ludwig Leonard Méndez,Decoradores tipo Python en C# usando Roslyn
Antonio Alejo Combarro,Decoradores tipo Python en C# usando Roslyn
José Manuel Espinoza,Decoradores tipo Python en C# usando Roslyn
Miguel Katrib Mora,Decoradores tipo Python en C# usando Roslyn
Eladio Jorge Oliveros Saúco,Enseñanza de matemáticas desde un enfoque semántico
Dr.C Ricardo Sánchez Casanova,Enseñanza de matemáticas desde un enfoque semántico
Idania Urrutia Roman´ı,Enseñanza de matemáticas desde un enfoque semántico
