Source,Target
Mailyn Álvarez Caneda,"Departamento de Matemática. Facultad de Matemática y Computación. Universidad de Oriente, Cuba"
Pilar Oròs Baguena,"Departamento de Matemáticas. Escuela de Tecnología y Ciencias Experimentales. Universidad Jaume I, España"
Pilar Oròs Baguena,"Departamento de Matemática. Facultad de Matemática y Computación. Universidad de Oriente, Cuba"
Alexander Gorina Sánchez,"Departamento de Matemáticas. Escuela de Tecnología y Ciencias Experimentales. Universidad Jaume I, España"
Alexander Gorina Sánchez,"Departamento de Matemática. Facultad de Matemática y Computación. Universidad de Oriente, Cuba"
Larisa Zamora Matamoros,"Departamento de Matemáticas. Escuela de Tecnología y Ciencias Experimentales. Universidad Jaume I, España"
Larisa Zamora Matamoros,"Departamento de Matemática. Facultad de Matemática y Computación. Universidad de Oriente, Cuba"
Dr. Luis R. Piñeiro Díaz,"Universidad de las Ciencias Informáticas, Cuba"
Dr. Luis R. Piñeiro Díaz,"Universidad de La Habana, Cuba"
MSc. Walter Carballosa Torres,"Universidad de las Ciencias Informáticas, Cuba"
MSc. Walter Carballosa Torres,"Universidad de La Habana, Cuba"
Jorge Luis Rodríguez Pérez,"Universidad de Ciencias Informáticas, Cuba"
Jorge Luis Rodríguez Pérez,"Universidad de La Habana, Dirección Docente de Informatización"
Jorge Luis Rodríguez Pérez,"Universidad de Málaga, Dpto. Tecnología Electrónica, E.T.S. Ing. Telecomunicación"
Jorge Luis Rodríguez Pérez,"Universidad de La Habana, Facultad de Matemática y Computación"
Aymée de los Ángeles Marrero Severo,"Universidad de Ciencias Informáticas, Cuba"
Aymée de los Ángeles Marrero Severo,"Universidad de La Habana, Dirección Docente de Informatización"
Aymée de los Ángeles Marrero Severo,"Universidad de Málaga, Dpto. Tecnología Electrónica, E.T.S. Ing. Telecomunicación"
Aymée de los Ángeles Marrero Severo,"Universidad de La Habana, Facultad de Matemática y Computación"
Gonzalo Joya Caparrós,"Universidad de Ciencias Informáticas, Cuba"
Gonzalo Joya Caparrós,"Universidad de La Habana, Dirección Docente de Informatización"
Gonzalo Joya Caparrós,"Universidad de Málaga, Dpto. Tecnología Electrónica, E.T.S. Ing. Telecomunicación"
Gonzalo Joya Caparrós,"Universidad de La Habana, Facultad de Matemática y Computación"
Greter Domínguez Rodríguez,"Universidad de Ciencias Informáticas, Cuba"
Greter Domínguez Rodríguez,"Universidad de La Habana, Dirección Docente de Informatización"
Greter Domínguez Rodríguez,"Universidad de Málaga, Dpto. Tecnología Electrónica, E.T.S. Ing. Telecomunicación"
Greter Domínguez Rodríguez,"Universidad de La Habana, Facultad de Matemática y Computación"
Rubén Interian Kovaliova,"DepartamentodeMatemática,UniversidaddeHabana,Habana,Cuba"
Ridelio Miranda Pérez,"Universidad de Cienfuegos, Cuba"
Ridelio Miranda Pérez,"Universidad de La Habana, Cuba"
Boris Pérez Canedo,"Universidad de Cienfuegos, Cuba"
Boris Pérez Canedo,"Universidad de La Habana, Cuba"
Gemayqzel Bouza Allende,"Universidad de Cienfuegos, Cuba"
Gemayqzel Bouza Allende,"Universidad de La Habana, Cuba"
Sira M. Allende Alonso,"Universidad de Cienfuegos, Cuba"
Sira M. Allende Alonso,"Universidad de La Habana, Cuba"
Alejandro Tamayo Castillo,"Facultad de Matemática y Computación, Universidad de La Habana, Cuba"
Anna Fernández Girone,"Facultad de Matemática y Computación, Universidad de La Habana, Cuba"
Miguel Katrib Mora,"Facultad de Matemática y Computación, Universidad de La Habana, Cuba"
Sylvie Paycha,"Department of Mathematics and Computer Science, Rutgers University"
Sylvie Paycha,"Institute of Mathematics, University of Potsdam"
Sylvie Paycha,"Yangtze Center of Mathematics, Department of Mathematics, Sichuan University"
Li Guo,"Department of Mathematics and Computer Science, Rutgers University"
Li Guo,"Institute of Mathematics, University of Potsdam"
Li Guo,"Yangtze Center of Mathematics, Department of Mathematics, Sichuan University"
Bin Zhang,"Department of Mathematics and Computer Science, Rutgers University"
Bin Zhang,"Institute of Mathematics, University of Potsdam"
Bin Zhang,"Yangtze Center of Mathematics, Department of Mathematics, Sichuan University"
Susely Figueroa Iglesias,"Departamento de Matemática, Universidad de La Habana, Cuba"
Mariano Rodríguez Ricard,"Departamento de Matemática, Universidad de La Habana, Cuba"
Jorge Estrada Sarlabous,"Inst. de Cibernética Matemática y Física, La Habana, Cuba"
Jorge Estrada Sarlabous,"Departamento de Matemática, Universidad Máximo Gómez Báez, Cuba"
Jorge Estrada Sarlabous,"Centro de Investigación en Matemáticas A.C, Gto. México"
Pedro Luis Del Angel Rodríguez,"Inst. de Cibernética Matemática y Física, La Habana, Cuba"
Pedro Luis Del Angel Rodríguez,"Departamento de Matemática, Universidad Máximo Gómez Báez, Cuba"
Pedro Luis Del Angel Rodríguez,"Centro de Investigación en Matemáticas A.C, Gto. México"
Huber Mart´ınez Rodr´ıguez,"Inst. de Cibernética Matemática y Física, La Habana, Cuba"
Huber Mart´ınez Rodr´ıguez,"Departamento de Matemática, Universidad Máximo Gómez Báez, Cuba"
Huber Mart´ınez Rodr´ıguez,"Centro de Investigación en Matemáticas A.C, Gto. México"
Julio Cruz Cruz,"Departamento de Licenciatura en Matemática, Universidad de Holguín, Cuba"
Ricardo Abreu Blaya,"Departamento de Licenciatura en Matemática, Universidad de Holguín, Cuba"
Carlos Segura Vidal,"Departamento de Licenciatura en Matemática, Universidad de Holguín, Cuba"
Ivett E. Fuentes,"Universidad Central 'Marta Abreu' de las Villas, Cuba"
Ivett E. Fuentes,"XETIC, La Habana, Cuba"
Michel Cabezas,"Universidad Central 'Marta Abreu' de las Villas, Cuba"
Michel Cabezas,"XETIC, La Habana, Cuba"
María M. García,"Universidad Central 'Marta Abreu' de las Villas, Cuba"
María M. García,"XETIC, La Habana, Cuba"
Damny Magdaleno Guevara,"Universidad Central 'Marta Abreu' de las Villas, Cuba"
Damny Magdaleno Guevara,"XETIC, La Habana, Cuba"
F. García-Alonso,"Universidad de Alicante, Grupo de Investigación Modelización Matemática de Sistemas, España"
F. García-Alonso,"Escuela Politécnica Superior, Universidad de Alicante, España"
J. A. Reyes,"Universidad de Alicante, Grupo de Investigación Modelización Matemática de Sistemas, España"
J. A. Reyes,"Escuela Politécnica Superior, Universidad de Alicante, España"
M. Cortés-Molina,"Universidad de Alicante, Grupo de Investigación Modelización Matemática de Sistemas, España"
M. Cortés-Molina,"Escuela Politécnica Superior, Universidad de Alicante, España"
Eberto R. Morgado Morales,"Universidad Central“Marta Abreu”de Las Villas, Santa Clara, Cuba"
Eberto R. Morgado Morales,"Centro de Investigaciones en Matemática (CIMAT), Guanajuato, México"
Evaristo Madarro Capó,"Universidad Central“Marta Abreu”de Las Villas, Santa Clara, Cuba"
Evaristo Madarro Capó,"Centro de Investigaciones en Matemática (CIMAT), Guanajuato, México"
Oristela Cuéllar Justiz,"Universidad Central“Marta Abreu”de Las Villas, Santa Clara, Cuba"
Oristela Cuéllar Justiz,"Centro de Investigaciones en Matemática (CIMAT), Guanajuato, México"
Guillermo Sosa Gómez,"Universidad Central“Marta Abreu”de Las Villas, Santa Clara, Cuba"
Guillermo Sosa Gómez,"Centro de Investigaciones en Matemática (CIMAT), Guanajuato, México"
Abel Fernández Infante1*,"Universidad de La Habana, Cuba, lrp@matcom.uh.cu"
Abel Fernández Infante1*,"Instituto Superior Polite´cnico Jose´ A. Echeverr´ıa, La Habana, Cuba, afdez@cemat.cujae.edu.cu"
Prof. Dr. Luis Ramiro Piñeiro Díaz,"Universidad de La Habana, Cuba, lrp@matcom.uh.cu"
Prof. Dr. Luis Ramiro Piñeiro Díaz,"Instituto Superior Polite´cnico Jose´ A. Echeverr´ıa, La Habana, Cuba, afdez@cemat.cujae.edu.cu"
Allan Blanco García,"ELAM, La Habana, Cuba"
Allan Blanco García,"CCSA, La Habana, Cuba"
Elisabet Vivar Reyes,"ELAM, La Habana, Cuba"
Elisabet Vivar Reyes,"CCSA, La Habana, Cuba"
Juan Carlos Navarro González,"ELAM, La Habana, Cuba"
Juan Carlos Navarro González,"CCSA, La Habana, Cuba"
Allan Blanco García,"ELAM, La Habana, Cuba"
Allan Blanco García,"CCSA, La Habana, Cuba"
Elisabet Vivar Reyes,"ELAM, La Habana, Cuba"
Elisabet Vivar Reyes,"CCSA, La Habana, Cuba"
Juan Carlos Navarro González,"ELAM, La Habana, Cuba"
Juan Carlos Navarro González,"CCSA, La Habana, Cuba"
Lourdes Souto Anido,"Facultad de Econom´ıa de la Universidad de La Habana, Cuba"
Irene Garc´ıa Rondón,"Facultad de Econom´ıa de la Universidad de La Habana, Cuba"
Alberto Verdecia Cabrera,"Universidad de Granma, Cuba"
Alberto Verdecia Cabrera,"IMNi, Niquero, Cuba"
David La O Naranjo,"Universidad de Granma, Cuba"
David La O Naranjo,"IMNi, Niquero, Cuba"
Agustín Alejandro Ortiz Díaz,"Universidad de Granma, Cuba"
Agustín Alejandro Ortiz Díaz,"IMNi, Niquero, Cuba"
Ramón Osmany Ramírez Tase,"Universidad de Granma, Cuba"
Ramón Osmany Ramírez Tase,"IMNi, Niquero, Cuba"
Isvani Frías Blanco,"Universidad de Granma, Cuba"
Isvani Frías Blanco,"IMNi, Niquero, Cuba"
Leisy Sosa Castro,"Universidad Agraria de La Habana”Fructuoso Rodríguez Pérez”, Facultad de Ciencias Técnicas, Cuba"
Sébastien Martin,"Université Toulouse 3 Paul Sabatier, Institut de Mathématiques de Toulouse CNRS UMR5219"
Sébastien Martin,"Université Paris Descartes, MAP5 CNRS UMR8145"
Franck Boyer,"Université Toulouse 3 Paul Sabatier, Institut de Mathématiques de Toulouse CNRS UMR5219"
Franck Boyer,"Université Paris Descartes, MAP5 CNRS UMR8145"
Dayron Chang Dominguez1*,"DepartamentodeSoftware, SIMPRO, La Habana, Cuba, ee2@mitsa.cu"
Dayron Chang Dominguez1*,"Centro de Meteorolog´ia Agr´ıcola, Instituto de Meteorolog´ıade Cuba, La Habana, Cuba, dayron.chang@insmet.cu"
José Enrique Alvarez Iglesias2,"DepartamentodeSoftware, SIMPRO, La Habana, Cuba, ee2@mitsa.cu"
José Enrique Alvarez Iglesias2,"Centro de Meteorolog´ia Agr´ıcola, Instituto de Meteorolog´ıade Cuba, La Habana, Cuba, dayron.chang@insmet.cu"
Ana Isis Toledo Marrero,"Departamento de Matemática, Universidad de La Habana, Cuba"
Jorge Estrada Hernández,"Departamento de Matemática, Universidad de La Habana, Cuba"
Armando Arredondo Soto,"CEMAT, Instituto Superior Politécnico José Antonio Echeverría, La Habana, Cuba"
Armando Arredondo Soto,"IGP-Servicio Geológico de Cuba, La Habana, Cuba"
Ernesto Iglesias Rodríguez,"CEMAT, Instituto Superior Politécnico José Antonio Echeverría, La Habana, Cuba"
Ernesto Iglesias Rodríguez,"IGP-Servicio Geológico de Cuba, La Habana, Cuba"
Yoan Quintana Herrera,"Facultad de Matema´tica y Computacio´n, Universidad de La Habana, La Habana, Cuba"
Luis Sorinas Morales,"Facultad de Matema´tica y Computacio´n, Universidad de La Habana, La Habana, Cuba"
Miguel Angel Socorro Borges,"VERTEX Entornos Interactivos 3D, Universidad de las Ciencias Informáticas, La Habana, Cuba"
Miguel Angel Socorro Borges,"Centro de Informática Industrial, Universidad de las Ciencias Informáticas, La Habana, Cuba"
Angel Ulise Tabares González,"VERTEX Entornos Interactivos 3D, Universidad de las Ciencias Informáticas, La Habana, Cuba"
Angel Ulise Tabares González,"Centro de Informática Industrial, Universidad de las Ciencias Informáticas, La Habana, Cuba"
Abraham Toledo Sánchez,"Facultad de Matema´tica y Computacio´n de la Universidad de La Habana, San La´zaro y L, CP10400, La Habana, Cuba."
Otilio B. Mederos Anoceto,"Facultad de Ciencias F´ısico-Matema´ticas, Universidad Auto´noma de Coahuila, Me´xico"
Otilio B. Mederos Anoceto,"Facultad de Matema´tica y Computacio´n, Universidad de La Habana, Cuba"
Rita A. Roldán Inguanzo,"Facultad de Ciencias F´ısico-Matema´ticas, Universidad Auto´noma de Coahuila, Me´xico"
Rita A. Roldán Inguanzo,"Facultad de Matema´tica y Computacio´n, Universidad de La Habana, Cuba"
Pablo Homero Velastegui López,"Universidad Técnica de Ambato, Ambato, Ecuador"
Pablo Homero Velastegui López,"Facultad de Matemática y Computación, Universidad de La Habana, Cuba"
Dr.C Ricardo Sánchez Casanova,"Universidad Técnica de Ambato, Ambato, Ecuador"
Dr.C Ricardo Sánchez Casanova,"Facultad de Matemática y Computación, Universidad de La Habana, Cuba"
Luis Efraín Velastegui López,"Universidad Técnica de Ambato, Ambato, Ecuador"
Luis Efraín Velastegui López,"Facultad de Matemática y Computación, Universidad de La Habana, Cuba"
Marelys Crespo Navas,"Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Vivian Sistachs Vega,"Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Greneter Cordoves Delgado,"Departamento de Matemática, Universidad de Cienfuegos, Cienfuegos, Cuba"
Greneter Cordoves Delgado,"Departamento de Informática, Universidad de Cienfuegos, Cienfuegos, Cuba"
Boris Pérez Canedo,"Departamento de Matemática, Universidad de Cienfuegos, Cienfuegos, Cuba"
Boris Pérez Canedo,"Departamento de Informática, Universidad de Cienfuegos, Cienfuegos, Cuba"
Eduardo R. Concepción Morales,"Departamento de Matemática, Universidad de Cienfuegos, Cienfuegos, Cuba"
Eduardo R. Concepción Morales,"Departamento de Informática, Universidad de Cienfuegos, Cienfuegos, Cuba"
Ligia Ferreira Gomez,"Departamento de Análisis Clínicos y Toxicológicos, Universidad de São Paulo, São Paulo, Brasil"
Ligia Ferreira Gomez,"Departamento de Análisis Clínicos y Toxicológicos, Facultad de Ciencias Farmacéuticas, Universidad Federal de Alfenas, Minas Gerais, Brasil"
Ligia Ferreira Gomez,"Departamento de Computación, Universidad de Oriente, Santiago de Cuba, Cuba"
Ligia Ferreira Gomez,"Departamento de Fisiopatología Experimental, Facultad de Medicina, Universidad de São Paulo, São Paulo, Brasil"
Silena Herold Garc´ıa,"Departamento de Análisis Clínicos y Toxicológicos, Universidad de São Paulo, São Paulo, Brasil"
Silena Herold Garc´ıa,"Departamento de Análisis Clínicos y Toxicológicos, Facultad de Ciencias Farmacéuticas, Universidad Federal de Alfenas, Minas Gerais, Brasil"
Silena Herold Garc´ıa,"Departamento de Computación, Universidad de Oriente, Santiago de Cuba, Cuba"
Silena Herold Garc´ıa,"Departamento de Fisiopatología Experimental, Facultad de Medicina, Universidad de São Paulo, São Paulo, Brasil"
Miriela Escobedo Nicot,"Departamento de Análisis Clínicos y Toxicológicos, Universidad de São Paulo, São Paulo, Brasil"
Miriela Escobedo Nicot,"Departamento de Análisis Clínicos y Toxicológicos, Facultad de Ciencias Farmacéuticas, Universidad Federal de Alfenas, Minas Gerais, Brasil"
Miriela Escobedo Nicot,"Departamento de Computación, Universidad de Oriente, Santiago de Cuba, Cuba"
Miriela Escobedo Nicot,"Departamento de Fisiopatología Experimental, Facultad de Medicina, Universidad de São Paulo, São Paulo, Brasil"
Wilkie Delgado Font,"Departamento de Análisis Clínicos y Toxicológicos, Universidad de São Paulo, São Paulo, Brasil"
Wilkie Delgado Font,"Departamento de Análisis Clínicos y Toxicológicos, Facultad de Ciencias Farmacéuticas, Universidad Federal de Alfenas, Minas Gerais, Brasil"
Wilkie Delgado Font,"Departamento de Computación, Universidad de Oriente, Santiago de Cuba, Cuba"
Wilkie Delgado Font,"Departamento de Fisiopatología Experimental, Facultad de Medicina, Universidad de São Paulo, São Paulo, Brasil"
Camila Machado,"Departamento de Análisis Clínicos y Toxicológicos, Universidad de São Paulo, São Paulo, Brasil"
Camila Machado,"Departamento de Análisis Clínicos y Toxicológicos, Facultad de Ciencias Farmacéuticas, Universidad Federal de Alfenas, Minas Gerais, Brasil"
Camila Machado,"Departamento de Computación, Universidad de Oriente, Santiago de Cuba, Cuba"
Camila Machado,"Departamento de Fisiopatología Experimental, Facultad de Medicina, Universidad de São Paulo, São Paulo, Brasil"
Elisa Monteiro Pereira,"Departamento de Análisis Clínicos y Toxicológicos, Universidad de São Paulo, São Paulo, Brasil"
Elisa Monteiro Pereira,"Departamento de Análisis Clínicos y Toxicológicos, Facultad de Ciencias Farmacéuticas, Universidad Federal de Alfenas, Minas Gerais, Brasil"
Elisa Monteiro Pereira,"Departamento de Computación, Universidad de Oriente, Santiago de Cuba, Cuba"
Elisa Monteiro Pereira,"Departamento de Fisiopatología Experimental, Facultad de Medicina, Universidad de São Paulo, São Paulo, Brasil"
F. García-Alonso,"Universidad de Alicante (España), Escuela Politécnica Superior, Departamento de Matemática Aplicada"
J. A. Reyes,"Universidad de Alicante (España), Escuela Politécnica Superior, Departamento de Matemática Aplicada"
Dr. Lorgio F. Batard Martínez,"Departamento de Matemática, Universidad Central Marta Abreu, Santa Clara, Villa Clara, Cuba"
MSc. Yanelis Estrada Hernández,"Departamento de Matemática, Universidad Central Marta Abreu, Santa Clara, Villa Clara, Cuba"
Dr. Lorgio F. Batard Martínez,"Departamento de Matemática, Universidad Central Marta Abreu de Las Villas, Santa Clara, Villa Clara, Cuba"
MSc. Yanelis Estrada Hernández,"Departamento de Matemática, Universidad Central Marta Abreu de Las Villas, Santa Clara, Villa Clara, Cuba"
José R. Velázquez Codina,"Universidad de Holguín, Cuba"
Julián Bravo Castillero,"Universidad de La Habana, Facultad de Matemática y Computación"
Reinaldo Rodr(cid:237)guez Ramos,"Universidad de La Habana, Facultad de Matemática y Computación"
Juan Manuel Regalado Gómez,"Universidad de La Habana, Facultad de Matemática y Computación"
Raúl Guinovart Díaz,"Universidad de La Habana, Facultad de Matemática y Computación"
Luis Giraldo González Ricardo,"Universidad de La Habana, Facultad de Matemática y Computación, La Habana, Cuba."
Carlos Sánchez Fernández,"Universidad de La Habana, Facultad de Matemática y Computación, La Habana, Cuba."
M. A. García-March,Instituto de Matemática Pura y Aplicada
M. A. García-March,Universidad de La Habana
M. A. García-March,Universidad Politécnica de Valencia
M. A. García-March,Universidad Católica de Valencia
M. A. García-March,Universidad Hermanos Saiz
P. Fernández de Córdoba,Instituto de Matemática Pura y Aplicada
P. Fernández de Córdoba,Universidad de La Habana
P. Fernández de Córdoba,Universidad Politécnica de Valencia
P. Fernández de Córdoba,Universidad Católica de Valencia
P. Fernández de Córdoba,Universidad Hermanos Saiz
J. M. Isidro,Instituto de Matemática Pura y Aplicada
J. M. Isidro,Universidad de La Habana
J. M. Isidro,Universidad Politécnica de Valencia
J. M. Isidro,Universidad Católica de Valencia
J. M. Isidro,Universidad Hermanos Saiz
Dagoberto Acosta Iglesias,Instituto de Matemática Pura y Aplicada
Dagoberto Acosta Iglesias,Universidad de La Habana
Dagoberto Acosta Iglesias,Universidad Politécnica de Valencia
Dagoberto Acosta Iglesias,Universidad Católica de Valencia
Dagoberto Acosta Iglesias,Universidad Hermanos Saiz
J. L. G. Santander,Instituto de Matemática Pura y Aplicada
J. L. G. Santander,Universidad de La Habana
J. L. G. Santander,Universidad Politécnica de Valencia
J. L. G. Santander,Universidad Católica de Valencia
J. L. G. Santander,Universidad Hermanos Saiz
Carlos Sánchez Fernández,"Universidad de La Habana, Cuba"
Carlos Sánchez Fernández,Facultad de Matemática y Computación
Concepción Valdés Castro,"Universidad de La Habana, Cuba"
Concepción Valdés Castro,Facultad de Matemática y Computación
F. García-Alonso,Escuela Politécnica Superior (E.P.S.). Departamento de Matemática Aplicada. Universidad de Alicante (España).
J. A. Reyes,Escuela Politécnica Superior (E.P.S.). Departamento de Matemática Aplicada. Universidad de Alicante (España).
Ángela León Mec´ıas,Instituto de Meteorología
Ángela León Mec´ıas,"Departamento de Matemática Aplicada, Universidad de La Habana"
Maibys Sierra Lorenzo,Instituto de Meteorología
Maibys Sierra Lorenzo,"Departamento de Matemática Aplicada, Universidad de La Habana"
Mario Carnesoltas Calvo,Instituto de Meteorología
Mario Carnesoltas Calvo,"Departamento de Matemática Aplicada, Universidad de La Habana"
Nivian Quintana,Instituto de Meteorología
Nivian Quintana,"Departamento de Matemática Aplicada, Universidad de La Habana"
Dr.C Ricardo Sánchez Casanova,Universidad de Camagüey
Dr.C Ricardo Sánchez Casanova,Universidad de La Habana
Dra. Olga Lidia Pérez González,Universidad de Camagüey
Dra. Olga Lidia Pérez González,Universidad de La Habana
Yoanh Espinosa Almeyda,"Universidad de La Habana, Cuba"
Raúl Guinovart Díaz,"Universidad de La Habana, Cuba"
Yanely Zaldivar Gerpe,"Universidad de La Habana, Cuba"
Julián Bravo Castillero,"Universidad de La Habana, Cuba"
Reinaldo Rodr(cid:237)guez Ramos,"Universidad de La Habana, Cuba"
Alexandre I. Grebennikov,"Benemérita Universidad Autónoma de Puebla, FCFM BUAP"
Emmanuel Abdias Romano Castillo,"Benemérita Universidad Autónoma de Puebla, FCFM BUAP"
Nelson Díaz,"Facultad de Matemática y Computación, Universidad de La Habana. Cuba"
Pablo Freyre Arrozarena,"Facultad de Matemática y Computación, Universidad de La Habana. Cuba"
Oristela Cuéllar Justiz,"Departamento de Matemáticas, Universidad Central Marta Abreu, Las Villas"
Guillermo Sosa Gómez,"Departamento de Matemáticas, Universidad Central Marta Abreu, Las Villas"
Oristela Cuéllar Justiz,"Departamento de Matemáticas, Universidad Central Marta Abreu, Las Villas"
Guillermo Sosa Gómez,"Departamento de Matemáticas, Universidad Central Marta Abreu, Las Villas"
MSc. Denis Martínez Tápanes,"Universidad Central Marta Abreu, Las Villas"
MSc. Denis Martínez Tápanes,"Universidad de Ciencias Médicas, Santa Clara"
Dr. José Enrique Martínez Serra,"Universidad Central Marta Abreu, Las Villas"
Dr. José Enrique Martínez Serra,"Universidad de Ciencias Médicas, Santa Clara"
Carlos Sánchez Fernández,"Universidad de La Habana, Cuba"
Carlos Sánchez Fernández,Facultad de Matemática y Computación
Concepción Valdés Castro,"Universidad de La Habana, Cuba"
Concepción Valdés Castro,Facultad de Matemática y Computación
Dr.C. José Fidel Hernández Advíncula,"Facultad de Matemática y Computación, Universidad de La Habana"
Lic. Bely Rodríguez Morales,"Facultad de Matemática y Computación, Universidad de La Habana"
Dr.C. José Fidel Hernández Advíncula,Facultad de Matemática y Computación Universidad de La Habana
Lic. Laura Decalo Salgado,Facultad de Matemática y Computación Universidad de La Habana
Daniela Bonilla Barraza,"Universidad del Tolima, Colombia"
Daniela Bonilla Barraza,"Universidad de La Serena, Chile"
Daniela Bonilla Barraza,"Ponti(cid:980)icia Universidad Católica de Valparaíso, Chile"
Leonardo Solanilla Chavarro,"Universidad del Tolima, Colombia"
Leonardo Solanilla Chavarro,"Universidad de La Serena, Chile"
Leonardo Solanilla Chavarro,"Ponti(cid:980)icia Universidad Católica de Valparaíso, Chile"
Marcela Parraguez González,"Universidad del Tolima, Colombia"
Marcela Parraguez González,"Universidad de La Serena, Chile"
Marcela Parraguez González,"Ponti(cid:980)icia Universidad Católica de Valparaíso, Chile"
Daniela Bonilla Barraza,"Universidad del Tolima, Colombia"
Daniela Bonilla Barraza,"Universidad de La Serena, Chile"
Daniela Bonilla Barraza,"Ponti(cid:980)icia Universidad Católica de Valparaíso, Chile"
Leonardo Solanilla Chavarro,"Universidad del Tolima, Colombia"
Leonardo Solanilla Chavarro,"Universidad de La Serena, Chile"
Leonardo Solanilla Chavarro,"Ponti(cid:980)icia Universidad Católica de Valparaíso, Chile"
Marcela Parraguez González,"Universidad del Tolima, Colombia"
Marcela Parraguez González,"Universidad de La Serena, Chile"
Marcela Parraguez González,"Ponti(cid:980)icia Universidad Católica de Valparaíso, Chile"
Otilio B. Mederos Anoceto,"Facultad de Ciencias Físico-Matemáticas, Universidad Autónoma de Coahuila, México"
Otilio B. Mederos Anoceto,"Facultad de Matemática Física y Computación, Universidad Central de Las Villas, Cuba"
Rita A. Roldán Inguanzo,"Facultad de Ciencias Físico-Matemáticas, Universidad Autónoma de Coahuila, México"
Rita A. Roldán Inguanzo,"Facultad de Matemática Física y Computación, Universidad Central de Las Villas, Cuba"
Dr. José Enrique Martínez Serra,"Facultad de Ciencias Físico-Matemáticas, Universidad Autónoma de Coahuila, México"
Dr. José Enrique Martínez Serra,"Facultad de Matemática Física y Computación, Universidad Central de Las Villas, Cuba"
Herminia Hernández Fernández,"Facultad de Matemática y Computación, Universidad de La Habana"
Herminia Hernández Fernández,"Centro de Estudios para la Educación Superior (CEPES), Universidad de La Habana"
María del Carmen Rivalta Valladares,"Facultad de Matemática y Computación, Universidad de La Habana"
María del Carmen Rivalta Valladares,"Centro de Estudios para la Educación Superior (CEPES), Universidad de La Habana"
Luis A. Salomón Hernández,"Universidad de La Habana, Facultad de Matemática y Computación, Departamento de Matemática Aplicada"
Alina Fernández Arias,"Departamento de Matemática, Universidad de La Habana, La Habana, Cuba"
Alina Fernández Arias,"Departamento de Matemática Aplicada, Universidad de La Habana, La Habana, Cuba"
Sira M. Allende Alonso,"Departamento de Matemática, Universidad de La Habana, La Habana, Cuba"
Sira M. Allende Alonso,"Departamento de Matemática Aplicada, Universidad de La Habana, La Habana, Cuba"
Ángela León Mec´ıas,DepartamentodeMatema´ticaAplicada
Ángela León Mec´ıas,Cuba
Ángela León Mec´ıas,FacultaddeMatema´ticayComputacio´n
Ángela León Mec´ıas,UniversidaddeLaHabana
Daniel Alejandro Mesejo León,DepartamentodeMatema´ticaAplicada
Daniel Alejandro Mesejo León,Cuba
Daniel Alejandro Mesejo León,FacultaddeMatema´ticayComputacio´n
Daniel Alejandro Mesejo León,UniversidaddeLaHabana
Damian Valdés Santiago,DepartamentodeMatema´ticaAplicada
Damian Valdés Santiago,Cuba
Damian Valdés Santiago,FacultaddeMatema´ticayComputacio´n
Damian Valdés Santiago,UniversidaddeLaHabana
J. G. Tinoco-Ruiz,"Facultad de Ciencias F´ısico Matema´ticas, Universidad Michoacan de San Nicola´s de Hidalgo, Morelia, Me´xico"
J. G. Tinoco-Ruiz,"Universidad Abierta y a Distancia de Me´xico, Ciudad de Me´xico, Me´xico"
F. J. Dom´ınguez-Mota,"Facultad de Ciencias F´ısico Matema´ticas, Universidad Michoacan de San Nicola´s de Hidalgo, Morelia, Me´xico"
F. J. Dom´ınguez-Mota,"Universidad Abierta y a Distancia de Me´xico, Ciudad de Me´xico, Me´xico"
M. L. Ruiz-Zavala,"Facultad de Ciencias F´ısico Matema´ticas, Universidad Michoacan de San Nicola´s de Hidalgo, Morelia, Me´xico"
M. L. Ruiz-Zavala,"Universidad Abierta y a Distancia de Me´xico, Ciudad de Me´xico, Me´xico"
A. Gaona-Arias,"Facultad de Ciencias F´ısico Matema´ticas, Universidad Michoacan de San Nicola´s de Hidalgo, Morelia, Me´xico"
A. Gaona-Arias,"Universidad Abierta y a Distancia de Me´xico, Ciudad de Me´xico, Me´xico"
G. Sánchez-Yépez,"Facultad de Ciencias F´ısico Matema´ticas, Universidad Michoacan de San Nicola´s de Hidalgo, Morelia, Me´xico"
G. Sánchez-Yépez,"Universidad Abierta y a Distancia de Me´xico, Ciudad de Me´xico, Me´xico"
Laidy De Armas Jacomino,"Facultad de Ciencias Informa´ticas, Universidad de Ciegode A´vila Ma´ximo Go´mez Ba´ez, Ciegode A´vila, Cuba."
Laidy De Armas Jacomino,"Centro de Estudios de Informa´tica, Universidad Central”Marta Abreu”de Las Villas, Cuba."
Rafael Bello Pérez,"Facultad de Ciencias Informa´ticas, Universidad de Ciegode A´vila Ma´ximo Go´mez Ba´ez, Ciegode A´vila, Cuba."
Rafael Bello Pérez,"Centro de Estudios de Informa´tica, Universidad Central”Marta Abreu”de Las Villas, Cuba."
Carlos Morell Pérez,"Facultad de Ciencias Informa´ticas, Universidad de Ciegode A´vila Ma´ximo Go´mez Ba´ez, Ciegode A´vila, Cuba."
Carlos Morell Pérez,"Centro de Estudios de Informa´tica, Universidad Central”Marta Abreu”de Las Villas, Cuba."
